Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mongolia,MNG,"Population, total",SP.POP.TOTL,955505,982178,1011324,1042383,1074514,1107124,1139961,1173191,1207104,1242214,1278825,1317050,1356670,1397304,1438425,1479651,1520865,1562209,1603906,1646291,1689622,1733475,1777727,1823216,1871090,1921881,1976310,2033344,2089715,2141011,2184145,2217917,2243495,2263186,2280479,2298020,2316568,2335734,2355664,2376225,2397418,2419588,2443271,2468762,2496391,2526424,2558856,2593820,2631898,2673796,2719896,2770362,2824699,2881792,2940108,2998439,3056359,3113779,3170208,3225167,
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,9979,10245,10436,10590,10783,11022,11344,11721,12140,12574,12994,13429,13882,14325,14677,14924,15026,15048,15170,15638,16633,18158,20167,22622,25500,28720,32370,36377,40288,43540,45752,46666,46476,45758,45364,45870,47521,50056,52997,55636,57453,58321,58420,57947,57246,56542,55882,55219,54625,54193,53971,54012,54311,54784,55305,55780,56188,56562,56882,57216,
Mozambique,MOZ,"Population, total",SP.POP.TOTL,7184869,7342111,7507303,7679458,7857104,8039215,8225921,8417702,8614447,8816057,9022741,9232655,9446240,9668657,9906965,10165215,10443953,10738533,11041204,11341402,11630194,11913088,12189824,12439762,12636116,12764387,12808558,12786349,12758008,12805946,12987292,13328032,13806001,14370946,14948048,15483286,15960442,16397183,16813949,17244188,17711927,18221888,18764155,19331100,19910552,20493925,21080110,21673316,22276596,22894710,23531574,24187487,24862648,25560725,26286163,27042002,27829942,28649007,29495962,30366036,
Mauritania,MRT,"Population, total",SP.POP.TOTL,850384,875581,901686,928734,956799,985910,1016100,1047344,1079580,1112745,1146780,1181674,1217446,1254157,1291855,1330598,1370357,1411140,1453032,1496185,1540640,1586493,1633652,1681863,1730738,1780030,1829675,1879763,1930433,1981899,2034346,2087912,2142645,2198532,2255516,2313630,2372901,2433563,2496216,2561585,2630219,2702400,2778099,2857148,2939247,3024194,3111906,3202517,3296238,3393409,3494195,3598648,3706554,3817494,3930896,4046301,4163534,4282574,4403319,4525696,
Mauritius,MUS,"Population, total",SP.POP.TOTL,659351,680757,700349,718861,736381,753000,768813,783917,798413,812405,826000,839230,852053,864819,878042,892000,906507,921379,933499,949888,966039,980462,992521,1001691,1012221,1020528,1028360,1036082,1043239,1051260,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613,1265303,1265711,
Malawi,MWI,"Population, total",SP.POP.TOTL,3659984,3747753,3839043,3933908,4032371,4134460,4240429,4350452,4464423,4582198,4703782,4829090,4958549,5093363,5235073,5384795,5545651,5717953,5896865,6075495,6250440,6412384,6565985,6737924,6964607,7268267,7666391,8141146,8636690,9075572,9404500,9600355,9685973,9710331,9745690,9844415,10022789,10264906,10552338,10854322,11148758,11432000,11713664,12000181,12301838,12625952,12973699,13341806,13727890,14128155,14539612,14962112,15396005,15839269,16289540,16745303,17205289,17670260,18143315,18628747,
Malaysia,MYS,"Population, total",SP.POP.TOTL,8156347,8417824,8692342,8973788,9253842,9526558,9790084,10046325,10297983,10549399,10804131,11062433,11324277,11592638,11871104,12162187,12468689,12790312,13122839,13460031,13798085,14134058,14471211,14819424,15192298,15598927,16043731,16522000,17022465,17528961,18029824,18519937,19002656,19484898,19977500,20487607,21017613,21562793,22114654,22661298,23194257,23709119,24208391,24698819,25190652,25690611,26201961,26720370,27236006,27735040,28208035,28650955,29068159,29468872,29866559,30270962,30684804,31105028,31528585,31949777,
North America,NAC,"Population, total",SP.POP.TOTL,198624409,202007500,205198600,208253700,211262900,214031100,216659000,219176000,221503000,223759000,226431000,229677632,232168663,234454577,236715369,239169275,241538008,244018243,246601803,249310344,251795337,254340965,256836391,259214381,261488476,263823014,266290660,268793450,271349094,274154622,277373464,281077441,284943859,288662674,292185983,295640057,299064347,302623445,306070116,309502571,312909974,316052361,319048184,321815286,324809693,327824506,331015609,334185120,337406357,340466060,343391679,345960766,348610010,351141670,353803581,356403308,359115352,361592733,363809186,365892703,
Namibia,NAM,"Population, total",SP.POP.TOTL,634142,649279,665115,681637,698796,716584,734867,753688,773422,794588,817469,842354,868958,896266,922903,947921,971121,992956,1014057,1035381,1057727,1080941,1105104,1131632,1162279,1198148,1239928,1286797,1336536,1386010,1432905,1476388,1516958,1555101,1591822,1627865,1663378,1698032,1731639,1763859,1794571,1823672,1851523,1879117,1907745,1938320,1971317,2006514,2043394,2081044,2118874,2156701,2194784,2233510,2273430,2314904,2358041,2402603,2448255,2494530,
New Caledonia,NCL,"Population, total",SP.POP.TOTL,79000,81200,83400,85700,88100,90500,93500,96500,99500,104000,112000,120000,125500,128500,131000,132500,134000,136000,137500,138500,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,272400,276550,280350,284060,287800,
Niger,NER,"Population, total",SP.POP.TOTL,3388764,3486326,3588228,3693980,3802803,3914117,4027963,4144592,4263927,4385927,4510644,4637988,4768227,4902151,5040798,5184941,5335085,5491153,5652652,5818763,5989004,6163705,6343523,6528641,6719309,6915997,7118883,7328943,7548433,7780245,8026591,8288735,8566770,8860287,9168312,9490288,9826598,10178201,10545716,10929918,11331557,11751365,12189983,12647984,13125916,13624467,14143971,14685399,15250908,15843133,16464025,17114761,17795191,18504255,19240157,20001663,20788838,21602472,22442948,23310715,
Nigeria,NGA,"Population, total",SP.POP.TOTL,45138458,46063563,47029822,48032934,49066760,50127921,51217973,52342233,53506196,54717039,55982144,57296983,58665808,60114625,61677177,63374298,65221378,67203128,69271917,71361131,73423633,75440502,77427546,79414840,81448755,83562785,85766399,88048032,90395271,92788027,95212450,97667632,100161710,102700753,105293700,107948335,110668794,113457663,116319759,119260063,122283850,125394046,128596076,131900631,135320422,138865016,142538308,146339977,150269623,154324933,158503197,162805071,167228767,171765769,176404902,181137448,185960289,190873311,195874740,200963599,
Nicaragua,NIC,"Population, total",SP.POP.TOTL,1773129,1829778,1887425,1946234,2006481,2068381,2131976,2197298,2264623,2334279,2406513,2481341,2558699,2638699,2721415,2806857,2894972,2985489,3077866,3171408,3265519,3360140,3455123,3549711,3642976,3734341,3823130,3909671,3995533,4082958,4173434,4267568,4364512,4462497,4559006,4652185,4741578,4827661,4910647,4991040,5069302,5145366,5219328,5292118,5364935,5438690,5513763,5590055,5667432,5745526,5824065,5903039,5982526,6062454,6142733,6223240,6303974,6384855,6465513,6545502,
Netherlands,NLD,"Population, total",SP.POP.TOTL,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17332850,
Norway,NOR,"Population, total",SP.POP.TOTL,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,
Nepal,NPL,"Population, total",SP.POP.TOTL,10105050,10267264,10433145,10604621,10783967,10972912,11172529,11382967,11603928,11834654,12074626,12323982,12583140,12852206,13131260,13420369,13719471,14028536,14347641,14676929,15016402,15367230,15729431,16100617,16477473,16858310,17239673,17623693,18020753,18445028,18905478,19405504,19938320,20489975,21040904,21576071,22090352,22584775,23057883,23509964,23941110,24347106,24725627,25080872,25419344,25744500,26066693,26382581,26666576,26883535,27013212,27041437,26989862,26917906,26906926,27015031,27261131,27627124,28087871,28608710,
Nauru,NRU,"Population, total",SP.POP.TOTL,4375,4632,4944,5275,5592,5856,6067,6223,6337,6441,6552,6678,6803,6928,7058,7175,7286,7399,7503,7616,7741,7875,8018,8171,8328,8501,8683,8865,9062,9278,9505,9764,10030,10287,10498,10628,10672,10647,10565,10449,10337,10215,10102,9994,9902,9849,9828,9842,9891,9939,10005,10057,10279,10821,11853,12475,13049,12876,12704,12581,
New Zealand,NZL,"Population, total",SP.POP.TOTL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900,4841000,4917000,
OECD members,OED,"Population, total",SP.POP.TOTL,807366936,820197203,831669777,843125441,854570517,865696059,876328779,886582529,895921761,907003469,917065337,928063350,938803052,948624630,959522283,969937041,979002367,988303176,997644491,1007142491,1016539126,1025846164,1034755346,1043314447,1051527300,1059793749,1068350097,1076848318,1085461185,1094539165,1104136511,1114575439,1124867020,1134697660,1144072690,1153301290,1162248642,1171146677,1179742975,1188381919,1196874047,1205753802,1214754899,1223690233,1232647024,1241535834,1250788452,1260210152,1270059584,1279114140,1287527865,1294064030,1302075111,1310419162,1319149967,1327822047,1336645071,1344872020,1352645878,1359963500,
Oman,OMN,"Population, total",SP.POP.TOTL,551740,564893,578823,593504,608889,625009,642001,660114,679595,700729,723851,748968,776380,806986,841950,882047,927436,977804,1032799,1091852,1154377,1220585,1290111,1361087,1431070,1498418,1561185,1619863,1678110,1741156,1812161,1893768,1983275,2072104,2148419,2204277,2236654,2249762,2251864,2254904,2267973,2294962,2334858,2386166,2445517,2511251,2580758,2657158,2750963,2876186,3041434,3251108,3498029,3764805,4027260,4267348,4479219,4665935,4829483,4974986,
Other small states,OSS,"Population, total",SP.POP.TOTL,9151857,9315842,9485204,9659445,9840384,10026016,10214279,10406026,10606249,10813743,11029142,11255183,11488089,11725327,11968103,12219436,12475022,12737735,13008031,13294830,13598543,13917162,14253289,14600203,14962381,15347583,15754507,16180181,16610017,17031547,17430779,17813831,18156566,18476081,18801065,19125016,19460594,19809624,20163885,20540138,20917092,21276743,21639132,22018494,22442101,22929109,23486218,24104670,24762406,25417830,26050942,26647962,27227319,27794595,28364410,28948869,29542879,30148800,30760211,31360407,
Pakistan,PAK,"Population, total",SP.POP.TOTL,44988690,46065231,47198878,48387301,49627623,50917975,52260189,53655789,55102684,56598144,58142060,59734481,61381987,63099406,64905998,66816877,68834326,70958169,73197258,75561131,78054343,80680459,83431605,86285935,89213706,92191510,95215378,98285755,101389603,104512881,107647921,110778648,113911126,117086685,120362762,123776839,127349290,131057431,134843233,138624621,142343578,145978402,149549700,153093373,156664697,160304008,164022627,167808105,171648986,175525609,179424641,183340592,187281475,191262919,195306825,199426964,203627284,207896686,212215030,216565318,
Panama,PAN,"Population, total",SP.POP.TOTL,1132997,1167113,1202449,1238889,1276331,1314677,1353842,1393825,1434669,1476481,1519285,1563093,1607796,1653212,1699054,1745138,1791380,1837800,1884424,1931304,1978487,2025971,2073757,2121860,2170325,2219201,2268500,2318264,2368551,2419426,2470947,2523118,2575954,2629580,2684116,2739668,2796291,2853913,2912316,2971196,3030328,3089648,3149188,3209048,3269356,3330217,3391666,3453675,3516204,3579215,3642687,3706483,3770624,3835437,3901315,3968487,4037078,4106771,4176873,4246439,
Peru,PER,"Population, total",SP.POP.TOTL,10155015,10446620,10749466,11062300,11383373,11711392,12045787,12386879,12735486,13092852,13459794,13836367,14221961,14615845,15017055,15424744,15838572,16258321,16683456,17113388,17547610,17985393,18426415,18870993,19319746,19772872,20230384,20691283,21153459,21614193,22071433,22522378,22966818,23408131,23851408,24299160,24753824,25210954,25658062,26078293,26459944,26799285,27100968,27372226,27624213,27866145,28102056,28333052,28562317,28792655,29027674,29264318,29506788,29773987,30090359,30470734,30926032,31444297,31989256,32510453,
Philippines,PHL,"Population, total",SP.POP.TOTL,26269734,27161047,28077339,29012625,29958688,30909988,31864182,32823968,33795194,34786305,35803594,36849675,37923396,39022767,40144248,41285742,42446653,43629412,44838483,46079850,47357743,48672838,50023563,51408912,52827040,54275822,55755355,57263836,58795001,60340767,61895160,63454786,65020116,66593904,68180859,69784088,71401749,73030884,74672014,76325927,77991755,79672873,81365258,83051971,84710542,86326250,87888675,89405482,90901965,92414158,93966780,95570047,97212638,98871552,100513138,102113212,103663927,105173264,106651922,108116615,
Palau,PLW,"Population, total",SP.POP.TOTL,9771,10049,10317,10569,10799,11003,11179,11326,11464,11618,11811,12053,12340,12628,12831,12904,12837,12646,12403,12229,12179,12279,12516,12843,13195,13528,13831,14123,14402,14709,15058,15441,15856,16290,16717,17164,17593,18014,18410,18776,19105,19386,19637,19809,19867,19781,19540,19158,18704,18285,17955,17745,17640,17606,17626,17665,17725,17808,17907,18008,
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2255859,2297059,2340352,2385946,2434223,2485437,2539674,2596820,2656633,2718811,2783121,2849532,2918139,2989202,3063049,3139945,3219829,3302633,3388618,3478100,3571205,3668104,3768483,3871492,3975956,4081030,4186499,4292563,4399324,4506991,4615839,4725547,4836217,4949051,5065661,5187060,5314248,5446641,5581762,5716161,5847586,5974629,6098621,6223377,6354245,6494903,6646895,6808514,6976201,7144776,7310507,7472200,7631002,7788379,7946731,8107775,8271760,8438029,8606316,8776109,
Poland,POL,"Population, total",SP.POP.TOTL,29637450,29964000,30308500,30712000,31139450,31444950,31681000,31987155,32294655,32548300,32664300,32783500,33055650,33357200,33678899,34015199,34356300,34689050,34965600,35247217,35574150,35898587,36230481,36571808,36904134,37201885,37456119,37668045,37824487,37961529,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37970874,
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,187617091,191889701,196349224,200997724,205835453,210864985,216096098,221539671,227201434,233086769,239204902,245537549,252097524,258953043,266195005,273877851,282049515,290664899,299569965,308551448,317462492,326257657,335003787,343806020,352822108,362177640,371878676,381918512,392393097,403416160,415057375,427398511,440397767,453849633,467465199,481049511,494517676,507968946,521617674,535773390,550660001,566366102,582828705,599938109,617518671,635451653,653695022,672318833,691447610,711257522,731868772,753326798,775573001,798495530,821931240,845759344,869943914,894512725,919485393,944902749,
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2358000,2399722,2450322,2504530,2554066,2594000,2624995,2645674,2662064,2684150,2718000,2762190,2817256,2878786,2939299,2994000,3043854,3088690,3129421,3168088,3206000,3242552,3277453,3311138,3344190,3377000,3409554,3441850,3473898,3505650,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,
"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,11424176,11665595,11871712,12065468,12282419,12547525,12864954,13222694,13609982,14010339,14410400,14809521,15207771,15593351,15952078,16274740,16554746,16796578,17015983,17235666,17472140,17731230,18008564,18298214,18590138,18877238,19156795,19431986,19708323,19993755,20293054,20609150,20937404,21265834,21577982,21862299,22113438,22335267,22536753,22731482,22929075,23132980,23339453,23542426,23732731,23904167,24054864,24188331,24310142,24428341,24548836,24673385,24800612,24929452,25057752,25183833,25307744,25429985,25549819,25666161,
Portugal,PRT,"Population, total",SP.POP.TOTL,8857716,8929316,8993985,9030355,9035365,8998595,8930990,8874520,8836650,8757705,8680431,8643756,8630430,8633100,8754365,9093470,9355810,9455675,9558250,9661265,9766312,9851362,9911771,9957865,9996232,10023613,10032734,10030031,10019610,10005000,9983218,9960235,9952494,9964675,9991525,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10269417,
Paraguay,PRY,"Population, total",SP.POP.TOTL,1903982,1954548,2006670,2060339,2115567,2172306,2230741,2290798,2351925,2413396,2474763,2535873,2597154,2659421,2723812,2791241,2861867,2935712,3013282,3095145,3181625,3272912,3368773,3468535,3571272,3676210,3783074,3891734,4001681,4112386,4223415,4334345,4445016,4555521,4666094,4776843,4887632,4998100,5107839,5216349,5323201,5428444,5531962,5632983,5730549,5824096,5913209,5998427,6081296,6163972,6248020,6333976,6421512,6510276,6599526,6688746,6777872,6867062,6956071,7044636,
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978248,2068845,2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,865072,893380,923306,954111,984823,1014638,1043386,1071175,1098154,1124579,1150750,1176591,1202157,1227656,1253377,1279521,1306046,1332894,1360543,1389578,1420310,1453208,1487852,1522652,1555389,1584640,1609574,1630891,1650442,1670947,1694332,1721237,1750921,1782120,1812834,1841693,1868414,1893444,1917135,1939992,1962452,1984496,2006078,2027846,2050572,2074778,2100869,2128664,2157454,2186314,2214519,2241798,2268708,2296101,2325136,2355672,2388307,2422086,2457367,2493696,
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,754514355,765311460,774755029,784053801,793187000,802029735,810302158,818025942,824783296,833233832,840763997,849163942,857079394,863981736,871928852,879257621,885141869,891242779,897376841,903768381,909865629,915958644,921480888,926566813,931345425,936158270,941386226,946693323,952208537,958128673,964232874,970954802,977682877,984081938,989857263,995277611,1000603731,1005700210,1010590849,1015421530,1020504904,1025401800,1030561684,1035711708,1041075168,1046366694,1052054839,1057981931,1064394156,1069878414,1074865103,1077815367,1082327434,1087064112,1091996107,1096860060,1101715022,1105771602,1109441474,1112914457,
French Polynesia,PYF,"Population, total",SP.POP.TOTL,78076,80706,83655,86847,90139,93438,96716,99995,103342,106820,110495,114382,118440,122643,126924,131233,135549,139891,144277,148741,153301,157953,162685,167451,172249,177027,181817,186584,191266,195726,199905,203726,207245,210642,214197,218071,222322,226866,231570,236221,240686,244931,248972,252703,255992,258780,261010,262721,264061,265254,266455,267698,268998,270328,271705,273124,274575,276103,277679,279287,
Qatar,QAT,"Population, total",SP.POP.TOTL,47384,51421,56262,61716,67566,73633,79846,86302,93211,100883,109514,119414,130500,142186,153621,164320,173721,182318,191951,205171,223632,247988,277226,309306,341272,370890,397740,422148,443605,461690,476278,487353,495395,501479,507041,513442,522531,535321,551562,570489,592468,615012,640868,681788,753334,865416,1022711,1218434,1436665,1654950,1856327,2035871,2196074,2336574,2459198,2565710,2654374,2724724,2781677,2832067,
Romania,ROU,"Population, total",SP.POP.TOTL,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22207282,22353070,22475741,22560478,22640547,22732999,22836841,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19587290,19472545,19356544,
Russian Federation,RUS,"Population, total",SP.POP.TOTL,119897000,121236000,122591000,123960000,125345000,126745000,127468000,128196000,128928000,129664000,130404000,131155000,131909000,132669000,133432000,134200000,135147000,136100000,137060000,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,147969407,148394216,148538197,148458777,148407912,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819666,144096870,144342396,144496740,144477860,144373535,
Rwanda,RWA,"Population, total",SP.POP.TOTL,2935582,2998325,3052936,3105419,3164263,3235531,3321679,3420895,3529843,3643237,3757358,3871439,3987224,4106407,4231578,4364706,4506109,4655383,4812872,4978817,5153312,5329252,5504842,5690980,5902843,6146891,6443751,6779983,7088191,7276985,7288882,7083935,6702244,6263757,5936261,5836495,6013107,6419901,6962802,7501234,7933681,8231156,8427060,8557161,8680524,8840215,9043337,9273757,9524534,9782770,10039338,10293331,10549678,10811543,11083635,11369071,11668818,11980937,12301939,12626950,
South Asia,SAS,"Population, total",SP.POP.TOTL,572839523,584939726,597494449,610498327,623943332,637823175,652144182,666908582,682102178,697706104,713711349,730107637,746911716,764174958,781966565,800335563,819292545,838819925,858901731,879510848,900620572,922226636,944315187,966836452,989728215,1012942302,1036437892,1060208539,1084281155,1108702403,1133495196,1158655617,1184133314,1209847786,1235693869,1261587756,1287476190,1313346377,1339202708,1365067928,1390946064,1416822959,1442644058,1468324422,1493757846,1518861552,1543610696,1568003159,1592010819,1615610198,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,1835776742,
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,4086539,4218853,4362786,4516533,4677298,4843635,5015357,5195135,5387828,5599904,5836389,6100626,6392970,6711923,7054532,7419493,7802926,8207697,8646845,9137927,9691476,10311775,10988853,11701128,12418834,13118993,13794165,14445671,15070082,15666297,16233785,16772694,17282691,17763298,18214470,18638787,19033845,19407142,19783304,20194527,20663843,21202642,21805313,22456649,23132682,23816183,24498310,25184597,25888541,26630303,27421461,28267685,29155187,30052518,30916994,31717667,32442572,33099147,33699947,34268528,
Sudan,SDN,"Population, total",SP.POP.TOTL,7544491,7769482,8004121,8248812,8503994,8770097,9047798,9337657,9639840,9954410,10281700,10621472,10974622,11343926,11732958,12144135,12578407,13034625,13510421,14002303,14507468,15027248,15562125,16107620,16657959,17210187,17757491,18303435,18867560,19476647,20147590,20891441,21696244,22527834,23338464,24094747,24782383,25413917,26015521,26626520,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,42813238,
Senegal,SEN,"Population, total",SP.POP.TOTL,3206749,3295278,3386806,3481654,3580239,3682876,3789383,3899644,4014103,4133322,4257505,4387540,4522893,4660725,4797187,4929846,5057378,5181514,5306681,5439066,5583165,5740444,5909739,6089572,6277424,6471327,6670663,6875754,7086627,7303517,7526307,7755496,7990096,8226760,8461068,8690164,8912861,9130877,9347774,9568722,9797734,10036104,10283699,10541467,10810083,11090116,11382268,11687080,12004701,12335084,12678148,13033809,13401991,13782420,14174731,14578459,14993528,15419381,15854360,16296364,
Singapore,SGP,"Population, total",SP.POP.TOTL,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,117849,121378,125040,128838,132759,136816,140991,145317,149881,154830,160250,166162,172552,179305,186295,193402,200599,207890,215295,222840,230546,238429,246447,254559,262687,270788,278837,286870,294972,303272,311866,320780,329995,339504,349281,359281,369523,379999,390693,401586,412660,423944,435432,447017,458539,469918,481078,492132,503360,515181,527861,541521,556064,571335,587079,603118,619437,636038,652858,669823,
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2317636,2352363,2388769,2426857,2466667,2508219,2551578,2596805,2644020,2693348,2744891,2798724,2854872,2913344,2974104,3037154,3102592,3170508,3240839,3313504,3388495,3464106,3540170,3619847,3707510,3805311,3916685,4038144,4156634,4254444,4319762,4348660,4347724,4328957,4309775,4303957,4312666,4335301,4381483,4462378,4584571,4754072,4965766,5201070,5433991,5645624,5829237,5989633,6133603,6272734,6415634,6563240,6712581,6863980,7017144,7171914,7328838,7488431,7650154,7813215,
El Salvador,SLV,"Population, total",SP.POP.TOTL,2766324,2846600,2931192,3019224,3109563,3201313,3293952,3387383,3481624,3576838,3673068,3770059,3867309,3964270,4060260,4154692,4247502,4338458,4426675,4511129,4591134,4666364,4737257,4804935,4871035,4936807,5002336,5067537,5133274,5200602,5270079,5342198,5416323,5490477,5561919,5628600,5689938,5746284,5797765,5844846,5887936,5927006,5962136,5994077,6023797,6052123,6079399,6105810,6131764,6157686,6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744,6453553,
San Marino,SMR,"Population, total",SP.POP.TOTL,15432,15837,16255,16679,17099,17513,17918,18307,18668,18977,19221,19389,19494,19566,19664,19831,20083,20397,20760,21127,21459,21765,22037,22299,22549,22798,23046,23295,23551,23817,24125,24460,24822,25209,25582,25928,26252,26562,26840,27145,27462,27812,28175,28562,28940,29324,29700,30063,30434,30816,31229,31661,32105,32553,32948,33272,33504,33671,33785,33860,
Somalia,SOM,"Population, total",SP.POP.TOTL,2755972,2814118,2874218,2936477,3001158,3068459,3143648,3227841,3312742,3386738,3444568,3472367,3479790,3512623,3632990,3880292,4278973,4802141,5375017,5892755,6281134,6511113,6608044,6618588,6614715,6648627,6736748,6862273,7005234,7133258,7225092,7274030,7295384,7315865,7372598,7491637,7682686,7936127,8235064,8553601,8872254,9186725,9501342,9815412,10130243,10446863,10763905,11080121,11397188,11717692,12043883,12376302,12715510,13063706,13423576,13797201,14185613,14589119,15008154,15442905,
Serbia,SRB,"Population, total",SP.POP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6944975,
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,226532172,231843392,237377307,243129389,249091040,255259311,261636910,268238396,275087677,282215314,289646589,297390143,305451192,313839456,322564209,331632194,341051820,350825505,360943712,371391611,382158932,393237459,404631969,416359655,428445000,440902238,453741617,466948587,480482298,494286964,508323569,522586208,537091265,551850735,566884957,582215500,597857366,613828768,630161389,646892639,664059577,681678581,699777823,718420058,737679777,757613569,778248224,799583871,821614380,844320487,867684936,891706327,916382788,941692468,967607494,994102454,1021168391,1048793216,1076944455,1105594562,
