Binomial,order,family,genus,species,Sample_size.brain,Sample_size.body,Sex,Mean_brain_mass_g,Mean_body_mass_g,BrainReference1,BrainReference2,Brain.resid,T_resid
Perognathus_flavus,Rodentia,Heteromyidae,Perognathus,flavus,>10,,Both,0.31,8.4,Boddy2012,"Hafner1984,Mace.etal1981",0.058122076,-0.039293593
Mus_booduga,Rodentia,Muridae,Mus,booduga,">1,<10",,Both,0.31,14.6,Boddy2012,Mace.etal1981,-0.121934758,-0.193639019
Perognathus_longimembris,Rodentia,Heteromyidae,Perognathus,longimembris,">6,<16",,Both,0.33,8.15,Boddy2012,"Hafner1984,Mace.etal1981",0.09511567,-0.003705304
Reithrodontomys_megalotis,Rodentia,Cricetidae,Reithrodontomys,megalotis,">1,<10",,Both,0.4,10.7,Boddy2012,Mace.etal1981,0.089991279,0.003832095
Peromyscus_polionotus,Rodentia,Cricetidae,Peromyscus,polionotus,94,,Both,0.42,13.32,Boddy2012,Mace&Eisenberg1982,0.039839587,-0.036132384
Lagurus_lagurus,Rodentia,Cricetidae,Lagurus,lagurus,">1,<10",,Both,0.42,20.1,Boddy2012,Mace.etal1981,-0.09418052,-0.151014947
Otomys_angoniensis,Rodentia,Muridae,Otomys,angoniensis,">1,<10",,Both,0.42,95,Boddy2012,Mace.etal1981,-0.600080835,-0.584674686
Chaetodipus_penicillatus,Rodentia,Heteromyidae,Chaetodipus,penicillatus,>10,,Both,0.46,16.25,Boddy2012,"Hafner1984,Mace.etal1981",0.014585677,-0.052138471
Napaeozapus_insignis,Rodentia,Dipodidae,Napaeozapus,insignis,">1,<10",,Both,0.48,23.2,Boddy2012,Mace.etal1981,-0.082907949,-0.133071032
Chaetodipus_formosus,Rodentia,Heteromyidae,Chaetodipus,formosus,>10,,Both,0.49,18.1,Boddy2012,"Hafner1984,Mace.etal1981",0.006904695,-0.054804564
Zapus_princeps,Rodentia,Dipodidae,Zapus,princeps,">1,<10",,Both,0.5,24.5,Boddy2012,Mace.etal1981,-0.08293792,-0.130565125
Mus_platythrix,Rodentia,Muridae,Mus,platythrix,">1,<10",,Both,0.5,29.2,Boddy2012,Mace.etal1981,-0.140101021,-0.17956556
Myodes_glareolus,Rodentia,Cricetidae,Myodes,glareolus,">1,<10",,Both,0.52,17.9,Boddy2012,Mace.etal1981,0.03633115,-0.025894916
Microtus_oregoni,Rodentia,Cricetidae,Microtus,oregoni,">1,<10",,Both,0.52,22,Boddy2012,Mace.etal1981,-0.030846705,-0.083480038
Heterocephalus_glaber,Rodentia,Bathyergidae,Heterocephalus,glaber,">1,<10",,Both,0.52,60.8,Boddy2012,Mace.etal1981,-0.361960425,-0.36731202
Peromyscus_crinitus,Rodentia,Cricetidae,Peromyscus,crinitus,22,,Both,0.53,13.56,Boddy2012,Mace&Eisenberg1982,0.135049514,0.059908138
Peromyscus_eremicus,Rodentia,Cricetidae,Peromyscus,eremicus,71,,Both,0.54,19.93,Boddy2012,Mace&Eisenberg1982,0.017730543,-0.039498942
Zapus_hudsonius,Rodentia,Dipodidae,Zapus,hudsonius,">1,<10",,Both,0.55,17.47,Boddy2012,Mace.etal1981,0.068610663,0.005253629
Microtus_arvalis,Rodentia,Cricetidae,Microtus,arvalis,">1,<10",,Both,0.55,30.4,Boddy2012,Mace.etal1981,-0.111826506,-0.149417822
Microdipodops_megacephalus,Rodentia,Heteromyidae,Microdipodops,megacephalus,">9,<18",,Both,0.56,13.85,Boddy2012,"Hafner1984,Mace.etal1981",0.152069045,0.077911909
Myodes_gapperi,Rodentia,Cricetidae,Myodes,gapperi,">1,<10",,Both,0.56,16.9,Boddy2012,Mace.etal1981,0.08724075,0.02234084
Myodes_rutilus,Rodentia,Cricetidae,Myodes,rutilus,">1,<10",,Both,0.56,17.6,Boddy2012,Mace.etal1981,0.074021156,0.011008952
Peromyscus_merriami,Rodentia,Cricetidae,Peromyscus,merriami,5,,Both,0.56,20.72,Boddy2012,Mace&Eisenberg1982,0.020862855,-0.034558553
Microtus_pinetorum,Rodentia,Cricetidae,Microtus,pinetorum,">1,<10",,Both,0.56,24.9,Boddy2012,Mace.etal1981,-0.038994893,-0.08586885
Myopus_schisticolor,Rodentia,Cricetidae,Myopus,schisticolor,">1,<10",,Both,0.56,33.5,Boddy2012,Mace.etal1981,-0.135629877,-0.168704738
Peromyscus_maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus,418,,Both,0.57,21.65,Boddy2012,Mace&Eisenberg1982,0.01424844,-0.039130807
Acomys_wilsoni,Rodentia,Muridae,Acomys,wilsoni,">1,<10",,Both,0.58,18.5,Boddy2012,Mace.etal1981,0.073016678,0.012324117
Onychomys_torridus,Rodentia,Cricetidae,Onychomys,torridus,58,,Both,0.59,20.02,Boddy2012,Mann&Towe2002,0.054721201,-0.002298718
Apodemus_sylvaticus,Rodentia,Muridae,Apodemus,sylvaticus,>1,,Both,0.59,20.1,Boddy2012,"Count1947,Mace.etal1981",0.053422201,-0.003412226
Synaptomys_cooperi,Rodentia,Cricetidae,Synaptomys,cooperi,">1,<10",,Both,0.59,23.8,Boddy2012,Mace.etal1981,-0.00161398,-0.050589456
Gerbillus_nanus,Rodentia,Muridae,Gerbillus,nanus,">1,<10",,Both,0.6,14,Boddy2012,Mace.etal1981,0.178523539,0.104867436
Peromyscus_leucopus,Rodentia,Cricetidae,Peromyscus,leucopus,123,,Both,0.6,21.21,Boddy2012,Mace&Eisenberg1982,0.04321282,-0.011121444
Myodes_rufocanus,Rodentia,Cricetidae,Myodes,rufocanus,">1,<10",,Both,0.61,38.3,Boddy2012,Mace.etal1981,-0.142103945,-0.16895063
Chaetodipus_californicus,Rodentia,Heteromyidae,Chaetodipus,californicus,>10,,Both,0.62,26,Boddy2012,"Hafner1984,Mace.etal1981",-0.00887186,-0.053735159
Peromyscus_melanotis,Rodentia,Cricetidae,Peromyscus,melanotis,10,,Both,0.63,39.6,Boddy2012,Mace&Eisenberg1982,-0.138965639,-0.164259788
Oligoryzomys_longicaudatus,Rodentia,Cricetidae,Oligoryzomys,longicaudatus,">1,<10",,Both,0.67,26.6,Boddy2012,Mace.etal1981,0.017379968,-0.026422172
Peromyscus_gossypinus,Rodentia,Cricetidae,Peromyscus,gossypinus,53,,Both,0.68,28.25,Boddy2012,Mace&Eisenberg1982,0.004211286,-0.036791652
Praomys_daltoni,Rodentia,Muridae,Praomys,daltoni,">1,<10",,Both,0.68,35,Boddy2012,Mace.etal1981,-0.06557655,-0.09661406
Chaetodipus_hispidus,Rodentia,Heteromyidae,Chaetodipus,hispidus,>10,,Both,0.68,37.1,Boddy2012,"Hafner1984,Mace.etal1981",-0.084556124,-0.112883425
Gerbillus_gleadowi,Rodentia,Muridae,Gerbillus,gleadowi,">1,<10",,Both,0.69,26.1,Boddy2012,Mace.etal1981,0.03633516,-0.008349589
Microtus_montanus,Rodentia,Cricetidae,Microtus,montanus,">1,<10",,Both,0.69,39.7,Boddy2012,Mace.etal1981,-0.100278596,-0.125455438
Rhabdomys_pumilio,Rodentia,Muridae,Rhabdomys,pumilio,">1,<10",,Both,0.69,39.71,Boddy2012,Mace.etal1981,-0.100360632,-0.125525759
Microtus_guentheri,Rodentia,Cricetidae,Microtus,guentheri,">1,<10",,Both,0.69,51.3,Boddy2012,Mace.etal1981,-0.183774508,-0.197028462
Chiropodomys_gliroides,Rodentia,Muridae,Chiropodomys,gliroides,">1,<10",,Both,0.7,25.3,Boddy2012,Mace.etal1981,0.052724192,0.006591479
Peromyscus_yucatanicus,Rodentia,Cricetidae,Peromyscus,yucatanicus,20,,Both,0.7,26.3,Boddy2012,Mace&Eisenberg1982,0.040097655,-0.004232038
Chaetodipus_baileyi,Rodentia,Heteromyidae,Chaetodipus,baileyi,>10,,Both,0.7,29.75,Boddy2012,"Hafner1984,Mace.etal1981",-5.11E-05,-0.038647734
Apodemus_flavicollis,Rodentia,Muridae,Apodemus,flavicollis,">1,<10",,Both,0.7,32.3,Boddy2012,Mace.etal1981,-0.026838041,-0.061609579
Microtus_longicaudus,Rodentia,Cricetidae,Microtus,longicaudus,">1,<10",,Both,0.7,47.4,Boddy2012,Mace.etal1981,-0.151771054,-0.16870265
Peromyscus_boylii,Rodentia,Cricetidae,Peromyscus,boylii,77,,Both,0.71,27.47,Boddy2012,Mace&Eisenberg1982,0.03208065,-0.010224578
Microtus_ochrogaster,Rodentia,Cricetidae,Microtus,ochrogaster,">1,<10",,Both,0.71,43.8,Boddy2012,Mace.etal1981,-0.119882336,-0.140487847
Dicrostonyx_groenlandicus,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,">1,<10",,Both,0.72,68.4,Boddy2012,Mace.etal1981,-0.258996017,-0.258869277
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus,>95,,Both,0.74,30.13,Boddy2012,"Crile&Quiring1940,Mace.etal1981",0.01994839,-0.018057872
Microtus_agrestis,Rodentia,Cricetidae,Microtus,agrestis,>1,,Both,0.74,32.4,Boddy2012,"Count1947,Mace.etal1981",-0.003711236,-0.038338997
Peromyscus_truei,Rodentia,Cricetidae,Peromyscus,truei,67,,Both,0.75,27.35,Boddy2012,Mace&Eisenberg1982,0.057309575,0.014800718
Uranomys_ruddi,Rodentia,Muridae,Uranomys,ruddi,">1,<10",,Both,0.77,33.6,Boddy2012,Mace.etal1981,0.00170196,-0.031234266
Liomys_pictus,Rodentia,Heteromyidae,Liomys,pictus,">9,<18",,Both,0.77,43.35,Boddy2012,"Hafner1984,Mace.etal1981",-0.081286172,-0.102372019
Liomys_salvini,Rodentia,Heteromyidae,Liomys,salvini,">1,<10",,Both,0.77,44.9,Boddy2012,Mace.etal1981,-0.092729206,-0.112181033
Microtus_californicus,Rodentia,Cricetidae,Microtus,californicus,">1,<10",,Both,0.78,43.3,Boddy2012,Mace.etal1981,-0.075306387,-0.096445912
Onychomys_leucogaster,Rodentia,Cricetidae,Onychomys,leucogaster,80,,Both,0.8,27.39,Boddy2012,Mann&Towe2002,0.084862268,0.042421386
Saccostomus_campestris,Rodentia,Nesomyidae,Saccostomus,campestris,">1,<10",,Both,0.82,49.35,Boddy2012,Mace.etal1981,-0.096186974,-0.11124341
Gerbillurus_paeba,Rodentia,Muridae,Gerbillurus,paeba,">1,<10",,Both,0.84,24,Boddy2012,Mace.etal1981,0.149087556,0.100501304
Praomys_morio,Rodentia,Muridae,Praomys,morio,">1,<10",,Both,0.84,46.5,Boddy2012,Mace.etal1981,-0.066345709,-0.084168938
Dicrostonyx_torquatus,Rodentia,Cricetidae,Dicrostonyx,torquatus,">1,<10",,Both,0.84,73,Boddy2012,Mace.etal1981,-0.213249491,-0.210095437
Lemniscomys_striatus,Rodentia,Muridae,Lemniscomys,striatus,">1,<10",,Both,0.85,46.2,Boddy2012,Mace.etal1981,-0.059097817,-0.077222096
Praomys_tullbergi,Rodentia,Muridae,Praomys,tullbergi,">1,<10",,Both,0.86,37.2,Boddy2012,Mace.etal1981,0.016556634,-0.011645466
Lemmus_lemmus,Rodentia,Cricetidae,Lemmus,lemmus,">1,<10",,Both,0.86,68.9,Boddy2012,Mace.etal1981,-0.184202424,-0.18373692
Gerbillus_pyramidum,Rodentia,Muridae,Gerbillus,pyramidum,">1,<10",,Both,0.88,40.9,Boddy2012,Mace.etal1981,-0.004344705,-0.028136469
Microtus_townsendii,Rodentia,Cricetidae,Microtus,townsendii,">1,<10",,Both,0.88,45.8,Boddy2012,Mace.etal1981,-0.041201672,-0.059730406
Oryzomys_palustris,Rodentia,Cricetidae,Oryzomys,palustris,">1,<10",,Both,0.88,47.1,Boddy2012,Mace.etal1981,-0.050318327,-0.067545239
Rattus_exulans,Rodentia,Muridae,Rattus,exulans,">1,<10",,Both,0.89,60.3,Boddy2012,Mace.etal1981,-0.125884037,-0.131619714
Micaelamys_namaquensis,Rodentia,Muridae,Micaelamys,namaquensis,">1,<10",,Both,0.89,79.4,Boddy2012,Mace.etal1981,-0.215512254,-0.208449374
Dicrostonyx_richardsoni,Rodentia,Cricetidae,Dicrostonyx,richardsoni,7,,Both,0.8983,52.1,Boddy2012,Crile&Quiring1940,-0.093711553,-0.105074189
Dipodillus_campestris,Rodentia,Muridae,Dipodillus,campestris,">1,<10",,Both,0.9,27.5,Boddy2012,Mace.etal1981,0.134709282,0.092454822
Lemmus_trimucronatus,Rodentia,Cricetidae,Lemmus,trimucronatus,5,,Both,0.9,69.6,Boddy2012,Mace.etal1981,0.165712949,0.134940466
Peromyscus_californicus,Rodentia,Cricetidae,Peromyscus,californicus,29,,Both,0.91,43.53,Boddy2012,Mace&Eisenberg1982,-0.010085191,-0.030978308
Peromyscus_aztecus,Rodentia,Cricetidae,Peromyscus,aztecus,10,,Both,0.92,39.73,Boddy2012,Mace&Eisenberg1982,0.024414094,-0.000727613
Podomys_floridanus,Rodentia,Cricetidae,Podomys,floridanus,10,,Both,0.94,33.47,Boddy2012,Mace&Eisenberg1982,0.089601774,0.056485241
Peromyscus_melanophrys,Rodentia,Cricetidae,Peromyscus,melanophrys,39,,Both,0.94,45,Boddy2012,Mace&Eisenberg1982,-0.006816714,-0.026165066
Mus_musculoides,Rodentia,Muridae,Mus,musculoides,1<N<10,1<N<10,Both,0.96,8.23,Mace.etal.1981,,0.555691264,0.457324624
Notomys_alexis,Rodentia,Muridae,Notomys,alexis,">1,<10",,Both,0.96,37,Boddy2012,Mace.etal1981,0.066085344,0.037632504
Grammomys_cometes,Rodentia,Muridae,Grammomys,cometes,">1,<10",,Both,0.96,40.7,Boddy2012,Mace.etal1981,0.035040545,0.01102078
Meriones_hurrianae,Rodentia,Muridae,Meriones,hurrianae,">1,<10",,Both,0.97,71.3,Boddy2012,Mace.etal1981,-0.143081975,-0.14102389
Lophuromys_flavopunctatus,Rodentia,Muridae,Lophuromys,flavopunctatus,">1,<10",,Both,1.01,60,Boddy2012,Mace.etal1981,-0.069328108,-0.075295767
Peromyscus_mexicanus,Rodentia,Cricetidae,Peromyscus,mexicanus,55,,Both,1.02,46.55,Boddy2012,Mace&Eisenberg1982,0.017625124,-0.000148118
Peromyscus_melanocarpus,Rodentia,Cricetidae,Peromyscus,melanocarpus,3,,Both,1.03,58.8,Boddy2012,Mace&Eisenberg1982,-0.054231754,-0.061139082
Pseudomys_hermannsburgensis,Rodentia,Muridae,Pseudomys,hermannsburgensis,1<N<10,1<N<10,Both,1.08,13.38,Mace.etal.1981,,0.448550122,0.372787194
Nyctomys_sumichrasti,Rodentia,Cricetidae,Nyctomys,sumichrasti,">1,<10",,Both,1.08,60,Boddy2012,Mace.etal1981,-0.040225727,-0.046193385
Dipodomys_merriami,Rodentia,Heteromyidae,Dipodomys,merriami,>12,,Both,1.1,39.4,Boddy2012,"Glendenning1998,Hafner1984,Mace.etal1981",0.104735734,0.079206081
Rattus_niobe,Rodentia,Muridae,Rattus,niobe,">1,<10",,Both,1.1,42.1,Boddy2012,Mace.etal1981,0.08314613,0.060699388
Hybomys_trivirgatus,Rodentia,Muridae,Hybomys,trivirgatus,">1,<10",,Both,1.1,57.5,Boddy2012,Mace.etal1981,-0.018394115,-0.02634131
Beamys_hindei,Rodentia,Nesomyidae,Beamys,hindei,">1,<10",,Both,1.11,89.75,Boddy2012,Mace.etal1981,-0.159490115,-0.146728125
Peromyscus_megalops,Rodentia,Cricetidae,Peromyscus,megalops,18,,Both,1.12,66.2,Boddy2012,Mace&Eisenberg1982,-0.056461808,-0.057855659
Pogonomys_sylvestris,Rodentia,Muridae,Pogonomys,sylvestris,">1,<10",,Both,1.13,41.2,Boddy2012,Mace.etal1981,0.101870613,0.078418769
Meriones_unguiculatus,Rodentia,Muridae,Meriones,unguiculatus,">1,<10",,Both,1.13,57.4,Boddy2012,Mace.etal1981,-0.006141388,-0.014169543
Lophuromys_sikapusi,Rodentia,Muridae,Lophuromys,sikapusi,">1,<10",,Both,1.13,60.7,Boddy2012,Mace.etal1981,-0.024349154,-0.029777312
Heteromys_desmarestianus,Rodentia,Heteromyidae,Heteromys,desmarestianus,">7,<17",,Both,1.13,74.65,Boddy2012,"Hafner1984,Mace.etal1981",-0.091730615,-0.087536965
Sigmodon_hispidus,Rodentia,Cricetidae,Sigmodon,hispidus,">1,<10",,Both,1.14,132.5,Boddy2012,Mace.etal1981,-0.274795475,-0.243914488
Pseudomys_australis,Rodentia,Muridae,Pseudomys,australis,">1,<10",,Both,1.16,50,Boddy2012,Mace.etal1981,0.050194988,0.035747174
Peromyscus_guatemalensis,Rodentia,Cricetidae,Peromyscus,guatemalensis,9,,Both,1.16,52.83,Boddy2012,Mace&Eisenberg1982,0.032261868,0.020374833
Cryptomys_hottentotus,Rodentia,Bathyergidae,Cryptomys,hottentotus,">1,<10",,Both,1.17,98.4,Boddy2012,Mace.etal1981,-0.166597989,-0.149556293
Malacomys_edwardsi,Rodentia,Muridae,Malacomys,edwardsi,">1,<10",,Both,1.18,60,Boddy2012,Mace.etal1981,-0.001767475,-0.007735133
Dipodomys_microps,Rodentia,Heteromyidae,Dipodomys,microps,">11,<20",,Both,1.22,62.8,Boddy2012,"Hafner1984,Mace.etal1981",-0.002146083,-0.005992301
Thomomys_talpoides,Rodentia,Geomyidae,Thomomys,talpoides,">4,<13",,Both,1.24,105.65,Boddy2012,"Hafner1984,Mace.etal1981",-0.164518181,-0.144169897
Aethomys_chrysophilus,Rodentia,Muridae,Aethomys,chrysophilus,">1,<10",,Both,1.25,117,Boddy2012,Mace.etal1981,-0.194267429,-0.16917295
Megadontomys_thomasi,Rodentia,Cricetidae,Megadontomys,thomasi,9,,Both,1.26,111,Boddy2012,Mace&Eisenberg1982,-0.173659577,-0.151013667
Paramelomys_rubex,Rodentia,Muridae,Paramelomys,rubex,">1,<10",,Both,1.27,49.7,Boddy2012,Mace.etal1981,0.091500949,0.076773222
Tscherskia_triton,Rodentia,Cricetidae,Tscherskia,triton,">1,<10",,Both,1.29,25,Boddy2012,Mace.etal1981,0.322101282,0.275413747
Melomys_rufescens,Rodentia,Muridae,Melomys,rufescens,">1,<10",,Both,1.29,54.7,Boddy2012,Mace.etal1981,0.067063448,0.056794313
Melomys_cervinipes,Rodentia,Muridae,Melomys,cervinipes,">1,<10",,Both,1.31,70,Boddy2012,Mace.etal1981,-0.006588741,-0.005386529
Dipodillus_dasyurus,Rodentia,Muridae,Dipodillus,dasyurus,">1,<10",,Both,1.32,20.5,Boddy2012,Mace.etal1981,0.396725709,0.340807806
Ototylomys_phyllotis,Rodentia,Cricetidae,Ototylomys,phyllotis,">1,<10",,Both,1.33,63,Boddy2012,Mace.etal1981,0.034310038,0.030611712
Arvicanthis_niloticus,Rodentia,Muridae,Arvicanthis,niloticus,">1,<10",,Both,1.33,84.5,Boddy2012,Mace.etal1981,-0.061327961,-0.051369557
Dipodomys_agilis,Rodentia,Heteromyidae,Dipodomys,agilis,">1,<10",,Both,1.34,61.4,Boddy2012,Mace.etal1981,0.045942406,0.041047562
Otomys_irroratus,Rodentia,Muridae,Otomys,irroratus,">1,<10",,Both,1.38,141,Boddy2012,Mace.etal1981,-0.212073852,-0.178300871
Tamias_amoenus,Rodentia,Sciuridae,Tamias,amoenus,">1,<10",,Both,1.39,50.8,Boddy2012,Mace.etal1981,0.12358147,0.109871959
Mystromys_albicaudatus,Rodentia,Nesomyidae,Mystromys,albicaudatus,">1,<10",,Both,1.39,80,Boddy2012,Mace.etal1981,-0.024339596,-0.016926561
Rattus_tunneyi,Rodentia,Muridae,Rattus,tunneyi,">1,<10",,Both,1.41,76.2,Boddy2012,Mace.etal1981,-0.002283876,0.00286564
Holochilus_sciureus,Rodentia,Cricetidae,Holochilus,sciureus,">1,<10",,Both,1.41,112.3,Boddy2012,Mace.etal1981,-0.128603627,-0.105416147
Aethomys_hindei,Rodentia,Muridae,Aethomys,hindei,">1,<10",,Both,1.42,146.3,Boddy2012,Mace.etal1981,-0.211683615,-0.176194365
Pogonomys_macrourus,Rodentia,Muridae,Pogonomys,macrourus,">1,<10",,Both,1.43,73.9,Boddy2012,Mace.etal1981,0.01381604,0.017540024
Heliophobius_argenteocinereus,Rodentia,Bathyergidae,Heliophobius,argenteocinereus,">1,<10",,Both,1.43,160,Boddy2012,Mace.etal1981,-0.237792933,-0.198140176
Dipodomys_heermanni,Rodentia,Heteromyidae,Dipodomys,heermanni,">11,<20",,Both,1.44,65.65,Boddy2012,"Hafner1984,Mace.etal1981",0.05540013,0.053618236
Dipodomys_ordii,Rodentia,Heteromyidae,Dipodomys,ordii,">5,<14",,Both,1.45,57.1,Boddy2012,"Hafner1984,Mace.etal1981",0.103855025,0.095583137
Thomomys_bottae,Rodentia,Geomyidae,Thomomys,bottae,">8,<17",,Both,1.47,162.95,Boddy2012,"Hafner1984,Mace.etal1981",-0.231762477,-0.191259963
Rattus_verecundus,Rodentia,Muridae,Rattus,verecundus,">1,<10",,Both,1.48,59.4,Boddy2012,Mace.etal1981,0.099885867,0.093450747
Abeomelomys_sevia,Rodentia,Muridae,Abeomelomys,sevia,">1,<10",,Both,1.49,61.4,Boddy2012,Mace.etal1981,0.092023877,0.087129032
Jaculus_jaculus,Rodentia,Dipodidae,Jaculus,jaculus,>1,,Both,1.53,64.2,Boddy2012,"Count1947,Mace.etal1981",0.089003913,0.086183199
Peromyscus_grandis,Rodentia,Cricetidae,Peromyscus,grandis,2,,Both,1.53,77.32,Boddy2012,Mace&Eisenberg1982,0.028435743,0.034263926
Grammomys_poensis,Rodentia,Muridae,Grammomys,poensis,1<N<10,1<N<10,Both,1.55,50.2,Mace.etal.1981,,0.1747684,0.160506263
Gerbilliscus_afra,Rodentia,Muridae,Gerbilliscus,afra,">1,<10",,Both,1.56,65,Boddy2012,Mace.etal1981,0.093403297,0.091158592
Gerbilliscus_brantsii,Rodentia,Muridae,Gerbilliscus,brantsii,">1,<10",,Both,1.56,91.7,Boddy2012,Mace.etal1981,-0.018689719,-0.004927982
Spalacopus_cyanus,Rodentia,Octodontidae,Spalacopus,cyanus,">1,<10",,Both,1.58,93,Boddy2012,Mace.etal1981,-0.017742482,-0.003325989
Tamias_minimus,Rodentia,Sciuridae,Tamias,minimus,">1,<10",,Both,1.6,45.3,Boddy2012,Mace.etal1981,0.222011129,0.202971829
Spermophilus_canus,Rodentia,Sciuridae,Spermophilus,canus,30,,Both,1.6,154,Mateju2016,Hayssen 2008,-0.176559427,-0.138684418
Maxomys_whiteheadi,Rodentia,Muridae,Maxomys,whiteheadi,1<N<10,1<N<10,Both,1.62,46.3,Mace.etal.1981,,0.220294003,0.202270292
Rattus_lutreolus,Rodentia,Muridae,Rattus,lutreolus,">1,<10",,Both,1.64,92.7,Boddy2012,Mace.etal1981,-0.0005033,0.013762911
Arvicola_amphibius,Rodentia,Cricetidae,Arvicola,amphibius,">1,<10",,Both,1.64,168.3,Boddy2012,Mace.etal1981,-0.194758374,-0.152753302
Cremnomys_cutchicus,Rodentia,Muridae,Cremnomys,cutchicus,1<N<10,1<N<10,Both,1.67,50,Mace.etal.1981,,0.20845347,0.194005656
Spermophilus_mollis,Rodentia,Sciuridae,Spermophilus,mollis,30,,Both,1.67,117.1,Mateju2016,Hayssen 2008,-0.068739248,-0.043605032
Spermophilus_tereticaudus,Rodentia,Sciuridae,Spermophilus,tereticaudus,34,,Both,1.68,133.3,Mateju2016,Hayssen 2008,-0.108351766,-0.077190795
Rattus_fuscipes,Rodentia,Muridae,Rattus,fuscipes,>1,,Both,1.69,122,Boddy2012,Mace.etal1981,-0.076921339,-0.049880464
Tamias_quadrivittatus,Rodentia,Sciuridae,Tamias,quadrivittatus,">1,<10",,Both,1.7,62.3,Boddy2012,Mace.etal1981,0.144546729,0.14032871
Rattus_nitidus,Rodentia,Muridae,Rattus,nitidus,">1,<10",,Both,1.7,101,Boddy2012,Mace.etal1981,-0.012829714,0.005425004
Rattus_sordidus,Rodentia,Muridae,Rattus,sordidus,">1,<10",,Both,1.7,120.67,Boddy2012,Mace.etal1981,-0.070788701,-0.044257668
Glaucomys_volans,Rodentia,Sciuridae,Glaucomys,volans,">1,<10",,Both,1.71,73.1,Boddy2012,Mace.etal1981,0.095021442,0.098239167
Isthmomys_pirrensis,Rodentia,Cricetidae,Isthmomys,pirrensis,10,,Both,1.71,138,Boddy2012,Mace&Eisenberg1982,-0.111951744,-0.079179062
Dipodomys_deserti,Rodentia,Heteromyidae,Dipodomys,deserti,">9,<18",,Both,1.74,122.45,Boddy2012,"Hafner1984,Mace.etal1981",-0.065458026,-0.038245905
Spermophilus_washingtoni,Rodentia,Sciuridae,Spermophilus,washingtoni,30,,Both,1.8,186.5,Mateju2016,Hayssen 2008,-0.187776064,-0.140994985
Tamias_panamintinus,Rodentia,Sciuridae,Tamias,panamintinus,">1,<10",,Both,1.83,51.2,Boddy2012,Mace.etal1981,0.24046305,0.227118341
Geomys_bursarius,Rodentia,Geomyidae,Geomys,bursarius,">8,<17",,Both,1.83,197.25,Boddy2012,"Hafner1984,Mace.etal1981",-0.198851279,-0.14946363
Tatera_indica,Rodentia,Muridae,Tatera,indica,">1,<10",,Both,1.84,139.7,Boddy2012,Mace.etal1981,-0.084118058,-0.050775901
Tamias_speciosus,Rodentia,Sciuridae,Tamias,speciosus,">1,<10",,Both,1.86,59.9,Boddy2012,Mace.etal1981,0.196406788,0.190361545
Paramelomys_levipes,Rodentia,Muridae,Paramelomys,levipes,">1,<10",,Both,1.86,83.4,Boddy2012,Mace.etal1981,0.088601375,0.097950321
Hylopetes_spadiceus,Rodentia,Sciuridae,Hylopetes,spadiceus,">1,<10",,Both,1.87,87.5,Boddy2012,Mace.etal1981,0.075298392,0.086879476
Spalax_ehrenbergi,Rodentia,Spalacidae,Spalax,ehrenbergi,">1,<10",,Both,1.88,197,Boddy2012,Mace.etal1981,-0.186731427,-0.137402765
Tachyoryctes_splendens,Rodentia,Spalacidae,Tachyoryctes,splendens,">1,<10",,Both,1.88,234,Boddy2012,Mace.etal1981,-0.242794166,-0.185459965
Spermophilus_townsendii,Rodentia,Sciuridae,Spermophilus,townsendii,27,,Both,1.89,149.5,Mateju2016,,-0.09455787,-0.058062234
Rattus_morotaiensis,Rodentia,Muridae,Rattus,morotaiensis,">1,<10",,Both,1.92,134.1,Boddy2012,Mace.etal1981,-0.052308809,-0.02086953
Dipodomys_spectabilis,Rodentia,Heteromyidae,Dipodomys,spectabilis,">10,<19",,Both,1.93,144.55,Boddy2012,"Hafner1984,Mace.etal1981",-0.074494942,-0.039565411
Pectinator_spekei,Rodentia,Ctenodactylidae,Pectinator,spekei,">1,<10",,Both,1.93,180,Boddy2012,Mace.etal1981,-0.145936406,-0.100805315
Tamiops_mcclellandii,Rodentia,Sciuridae,Tamiops,mcclellandii,">1,<10",,Both,1.95,39,Boddy2012,Mace.etal1981,0.356701402,0.330697132
Tamias_dorsalis,Rodentia,Sciuridae,Tamias,dorsalis,">1,<10",,Both,1.98,62.2,Boddy2012,Mace.etal1981,0.211286249,0.206993512
Tamias_palmeri,Rodentia,Sciuridae,Tamias,palmeri,">1,<10",,Both,1.99,60.8,Boddy2012,Mace.etal1981,0.220889308,0.215537713
Spermophilus_mohavensis,Rodentia,Sciuridae,Spermophilus,mohavensis,11,,Both,2.03,154,Mateju2016,Hayssen 2008,-0.073183371,-0.035308363
Funambulus_pennantii,Rodentia,Sciuridae,Funambulus,pennantii,">1,<10",,Both,2.1,85.9,Boddy2012,Mace.etal1981,0.131687302,0.142410007
Spermophilus_brunneus,Rodentia,Sciuridae,Spermophilus,brunneus,10,,Both,2.11,116.8,Mateju2016,Hayssen 2008,0.033662283,0.058677186
Tamias_quadrimaculatus,Rodentia,Sciuridae,Tamias,quadrimaculatus,">1,<10",,Both,2.16,82.3,Boddy2012,Mace.etal1981,0.157866883,0.166598279
