county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Yolo,2021-06-23,1.0,0.0,1.0,130.0,0.0,0.0,3.0
Siskiyou,2021-06-23,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Trinity,2021-06-23,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Luis Obispo,2021-06-23,4.0,0.0,4.0,460.0,2.0,0.0,14.0
Stanislaus,2021-06-23,48.0,6.0,54.0,1301.0,12.0,1.0,37.0
Inyo,2021-06-23,0.0,0.0,0.0,29.0,0.0,0.0,1.0
Lassen,2021-06-23,3.0,0.0,3.0,25.0,0.0,0.0,0.0
Mono,2021-06-23,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Tuolumne,2021-06-23,2.0,0.0,2.0,72.0,1.0,0.0,0.0
Sacramento,2021-06-23,50.0,17.0,67.0,2581.0,16.0,1.0,80.0
Fresno,2021-06-23,41.0,11.0,52.0,1552.0,10.0,0.0,24.0
Tehama,2021-06-23,1.0,0.0,1.0,59.0,1.0,0.0,5.0
Nevada,2021-06-23,6.0,0.0,6.0,142.0,1.0,0.0,2.0
Mendocino,2021-06-23,6.0,0.0,6.0,92.0,4.0,0.0,4.0
Riverside,2021-06-23,39.0,16.0,55.0,3200.0,11.0,2.0,95.0
Amador,2021-06-23,0.0,0.0,0.0,53.0,0.0,0.0,3.0
Yuba,2021-06-23,11.0,0.0,11.0,261.0,4.0,0.0,5.0
San Joaquin,2021-06-23,31.0,7.0,38.0,907.0,9.0,1.0,16.0
Ventura,2021-06-23,16.0,3.0,19.0,1122.0,3.0,0.0,61.0
Tulare,2021-06-23,6.0,3.0,9.0,673.0,0.0,0.0,26.0
Santa Barbara,2021-06-23,7.0,0.0,7.0,603.0,5.0,0.0,32.0
Lake,2021-06-23,0.0,0.0,0.0,52.0,0.0,0.0,4.0
San Francisco,2021-06-23,15.0,8.0,23.0,2142.0,4.0,1.0,112.0
Santa Clara,2021-06-23,39.0,14.0,53.0,3077.0,13.0,1.0,87.0
Los Angeles,2021-06-23,224.0,71.0,295.0,19375.0,54.0,10.0,660.0
Solano,2021-06-23,7.0,4.0,11.0,571.0,3.0,0.0,16.0
Mariposa,2021-06-23,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Colusa,2021-06-23,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Plumas,2021-06-23,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Del Norte,2021-06-23,0.0,0.0,0.0,54.0,0.0,0.0,3.0
San Mateo,2021-06-23,9.0,11.0,20.0,703.0,2.0,1.0,8.0
Marin,2021-06-23,1.0,1.0,2.0,324.0,1.0,0.0,10.0
Kings,2021-06-23,5.0,0.0,5.0,98.0,3.0,0.0,2.0
Kern,2021-06-23,23.0,0.0,23.0,1171.0,7.0,0.0,51.0
Santa Cruz,2021-06-23,3.0,0.0,3.0,372.0,0.0,0.0,6.0
Siskiyou,2021-06-24,2.0,0.0,2.0,56.0,1.0,0.0,4.0
San Luis Obispo,2021-06-24,4.0,0.0,4.0,460.0,2.0,0.0,18.0
Trinity,2021-06-24,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Del Norte,2021-06-24,0.0,0.0,0.0,54.0,0.0,0.0,2.0
Nevada,2021-06-24,6.0,0.0,6.0,130.0,1.0,0.0,1.0
San Benito,2021-06-24,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Lassen,2021-06-24,3.0,0.0,3.0,25.0,0.0,0.0,0.0
San Francisco,2021-06-24,17.0,6.0,23.0,2152.0,4.0,1.0,111.0
Ventura,2021-06-24,17.0,10.0,27.0,1116.0,2.0,0.0,52.0
Butte,2021-06-24,6.0,0.0,6.0,451.0,1.0,0.0,12.0
San Mateo,2021-06-24,8.0,15.0,23.0,706.0,2.0,0.0,12.0
Sonoma,2021-06-24,16.0,0.0,16.0,722.0,4.0,0.0,19.0
Mono,2021-06-24,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Inyo,2021-06-24,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Colusa,2021-06-24,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Monterey,2021-06-24,3.0,0.0,3.0,724.0,0.0,0.0,24.0
Merced,2021-06-24,5.0,0.0,5.0,271.0,2.0,0.0,10.0
El Dorado,2021-06-24,0.0,0.0,0.0,190.0,0.0,0.0,4.0
San Joaquin,2021-06-24,27.0,7.0,34.0,908.0,9.0,0.0,10.0
Yuba,2021-06-24,14.0,0.0,14.0,261.0,4.0,0.0,4.0
Alameda,2021-06-24,46.0,29.0,75.0,2505.0,15.0,2.0,111.0
Fresno,2021-06-24,42.0,14.0,56.0,1542.0,10.0,2.0,23.0
Kern,2021-06-24,27.0,0.0,27.0,1173.0,7.0,0.0,54.0
San Diego,2021-06-24,59.0,14.0,73.0,6470.0,23.0,4.0,276.0
San Bernardino,2021-06-24,76.0,14.0,90.0,3559.0,19.0,2.0,143.0
Humboldt,2021-06-24,12.0,1.0,13.0,274.0,5.0,0.0,11.0
Madera,2021-06-24,8.0,11.0,19.0,278.0,2.0,0.0,4.0
Tehama,2021-06-24,1.0,0.0,1.0,59.0,1.0,0.0,0.0
Calaveras,2021-06-24,0.0,0.0,0.0,33.0,0.0,0.0,5.0
Modoc,2021-06-24,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Tuolumne,2021-06-24,1.0,0.0,1.0,72.0,1.0,0.0,1.0
Tulare,2021-06-24,6.0,3.0,9.0,668.0,0.0,0.0,20.0
Plumas,2021-06-24,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Riverside,2021-06-24,41.0,20.0,61.0,3200.0,12.0,1.0,95.0
Contra Costa,2021-06-24,26.0,9.0,35.0,1300.0,7.0,0.0,41.0
Amador,2021-06-24,0.0,0.0,0.0,53.0,0.0,0.0,0.0
Lake,2021-06-24,0.0,0.0,0.0,52.0,0.0,0.0,2.0
Yolo,2021-06-24,2.0,0.0,2.0,124.0,1.0,0.0,2.0
Stanislaus,2021-06-24,51.0,7.0,58.0,1301.0,12.0,1.0,30.0
Los Angeles,2021-06-24,229.0,57.0,286.0,19196.0,57.0,8.0,705.0
Santa Barbara,2021-06-24,8.0,0.0,8.0,603.0,5.0,0.0,35.0
Solano,2021-06-24,8.0,3.0,11.0,585.0,3.0,0.0,20.0
Marin,2021-06-24,3.0,0.0,3.0,319.0,1.0,0.0,9.0
Napa,2021-06-24,2.0,0.0,2.0,205.0,1.0,0.0,7.0
Imperial,2021-06-24,6.0,0.0,6.0,236.0,2.0,0.0,11.0
Placer,2021-06-24,21.0,12.0,33.0,791.0,3.0,1.0,16.0
Orange,2021-06-24,49.0,4.0,53.0,5815.0,9.0,0.0,176.0
Santa Cruz,2021-06-24,4.0,0.0,4.0,372.0,1.0,0.0,5.0
Santa Clara,2021-06-24,32.0,11.0,43.0,3100.0,15.0,1.0,98.0
Sutter,2021-06-24,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Mendocino,2021-06-24,4.0,0.0,4.0,94.0,3.0,0.0,4.0
Sacramento,2021-06-24,49.0,22.0,71.0,2595.0,17.0,0.0,89.0
Kings,2021-06-24,5.0,0.0,5.0,98.0,3.0,0.0,0.0
Shasta,2021-06-24,13.0,0.0,13.0,567.0,2.0,0.0,21.0
Mariposa,2021-06-24,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Glenn,2021-06-24,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Sutter,2021-06-25,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Nevada,2021-06-25,6.0,0.0,6.0,128.0,1.0,0.0,5.0
Yuba,2021-06-25,11.0,0.0,11.0,261.0,4.0,0.0,3.0
San Diego,2021-06-25,61.0,11.0,72.0,6470.0,26.0,2.0,266.0
Amador,2021-06-25,0.0,0.0,0.0,53.0,0.0,0.0,0.0
Fresno,2021-06-25,45.0,16.0,61.0,1525.0,7.0,2.0,20.0
Placer,2021-06-25,22.0,11.0,33.0,791.0,3.0,2.0,18.0
Yolo,2021-06-25,2.0,0.0,2.0,120.0,0.0,0.0,3.0
Monterey,2021-06-25,1.0,0.0,1.0,724.0,0.0,0.0,21.0
Butte,2021-06-25,7.0,0.0,7.0,451.0,1.0,0.0,11.0
Colusa,2021-06-25,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Trinity,2021-06-25,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Mateo,2021-06-25,7.0,11.0,18.0,705.0,2.0,1.0,14.0
Madera,2021-06-25,6.0,9.0,15.0,278.0,2.0,0.0,4.0
Ventura,2021-06-25,13.0,6.0,19.0,1123.0,1.0,0.0,51.0
Inyo,2021-06-25,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Solano,2021-06-25,9.0,6.0,15.0,586.0,3.0,1.0,19.0
Mariposa,2021-06-25,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Contra Costa,2021-06-25,29.0,5.0,34.0,1312.0,8.0,0.0,40.0
Calaveras,2021-06-25,0.0,0.0,0.0,33.0,0.0,0.0,4.0
Riverside,2021-06-25,45.0,16.0,61.0,3290.0,11.0,3.0,103.0
Santa Barbara,2021-06-25,8.0,0.0,8.0,603.0,5.0,0.0,39.0
Lassen,2021-06-25,2.0,0.0,2.0,25.0,0.0,0.0,0.0
Tuolumne,2021-06-25,1.0,0.0,1.0,72.0,1.0,0.0,0.0
San Francisco,2021-06-25,17.0,5.0,22.0,2153.0,4.0,0.0,107.0
Marin,2021-06-25,2.0,2.0,4.0,307.0,1.0,0.0,12.0
San Bernardino,2021-06-25,71.0,9.0,80.0,3551.0,24.0,2.0,148.0
Humboldt,2021-06-25,13.0,0.0,13.0,274.0,4.0,0.0,10.0
Imperial,2021-06-25,6.0,0.0,6.0,236.0,2.0,0.0,8.0
Kern,2021-06-25,27.0,1.0,28.0,1154.0,9.0,0.0,49.0
Modoc,2021-06-25,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Sacramento,2021-06-25,58.0,18.0,76.0,2565.0,17.0,0.0,88.0
Sonoma,2021-06-25,17.0,4.0,21.0,673.0,5.0,0.0,20.0
Mendocino,2021-06-25,4.0,0.0,4.0,92.0,3.0,0.0,7.0
Merced,2021-06-25,1.0,2.0,3.0,271.0,1.0,0.0,12.0
Tulare,2021-06-25,6.0,3.0,9.0,663.0,0.0,0.0,17.0
Siskiyou,2021-06-25,2.0,0.0,2.0,56.0,0.0,0.0,4.0
Del Norte,2021-06-25,0.0,0.0,0.0,53.0,0.0,0.0,2.0
Stanislaus,2021-06-25,47.0,6.0,53.0,1304.0,11.0,0.0,37.0
San Joaquin,2021-06-25,28.0,6.0,34.0,906.0,9.0,0.0,19.0
El Dorado,2021-06-25,1.0,0.0,1.0,190.0,0.0,0.0,6.0
Glenn,2021-06-25,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Tehama,2021-06-25,1.0,0.0,1.0,59.0,1.0,0.0,3.0
San Benito,2021-06-25,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Plumas,2021-06-25,0.0,0.0,0.0,35.0,0.0,0.0,0.0
San Luis Obispo,2021-06-25,4.0,0.0,4.0,460.0,2.0,0.0,16.0
Mono,2021-06-25,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Lake,2021-06-25,0.0,0.0,0.0,64.0,0.0,0.0,0.0
Shasta,2021-06-25,12.0,0.0,12.0,567.0,2.0,0.0,25.0
Los Angeles,2021-06-25,231.0,64.0,295.0,19152.0,55.0,4.0,681.0
Santa Clara,2021-06-25,33.0,12.0,45.0,3098.0,15.0,4.0,101.0
Alameda,2021-06-25,48.0,29.0,77.0,2485.0,15.0,2.0,126.0
Orange,2021-06-25,45.0,7.0,52.0,5804.0,6.0,2.0,165.0
Napa,2021-06-25,1.0,0.0,1.0,198.0,1.0,0.0,4.0
Santa Cruz,2021-06-25,4.0,0.0,4.0,372.0,1.0,0.0,19.0
Kings,2021-06-25,5.0,0.0,5.0,107.0,3.0,0.0,3.0
Santa Barbara,2021-06-26,9.0,3.0,12.0,603.0,5.0,1.0,44.0
Merced,2021-06-26,3.0,1.0,4.0,271.0,1.0,0.0,13.0
Kings,2021-06-26,4.0,0.0,4.0,98.0,2.0,0.0,3.0
Solano,2021-06-26,11.0,5.0,16.0,602.0,4.0,1.0,22.0
San Diego,2021-06-26,66.0,6.0,72.0,6456.0,28.0,1.0,273.0
Fresno,2021-06-26,42.0,15.0,57.0,1517.0,8.0,1.0,20.0
Ventura,2021-06-26,12.0,10.0,22.0,1129.0,1.0,0.0,52.0
Glenn,2021-06-26,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Yolo,2021-06-26,1.0,0.0,1.0,132.0,0.0,0.0,1.0
Tuolumne,2021-06-26,1.0,0.0,1.0,72.0,1.0,0.0,1.0
Orange,2021-06-26,40.0,8.0,48.0,5828.0,8.0,2.0,164.0
Alameda,2021-06-26,45.0,25.0,70.0,2489.0,15.0,2.0,133.0
Shasta,2021-06-26,8.0,0.0,8.0,567.0,2.0,0.0,24.0
Yuba,2021-06-26,12.0,0.0,12.0,261.0,4.0,0.0,6.0
Lassen,2021-06-26,2.0,0.0,2.0,25.0,0.0,0.0,0.0
Tulare,2021-06-26,7.0,4.0,11.0,660.0,0.0,1.0,23.0
Butte,2021-06-26,8.0,0.0,8.0,451.0,1.0,0.0,16.0
Imperial,2021-06-26,3.0,0.0,3.0,236.0,2.0,0.0,6.0
Amador,2021-06-26,1.0,0.0,1.0,53.0,1.0,0.0,0.0
Marin,2021-06-26,2.0,2.0,4.0,315.0,1.0,0.0,14.0
Del Norte,2021-06-26,1.0,0.0,1.0,54.0,0.0,0.0,3.0
Modoc,2021-06-26,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Mariposa,2021-06-26,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Placer,2021-06-26,26.0,13.0,39.0,792.0,4.0,2.0,19.0
Siskiyou,2021-06-26,2.0,0.0,2.0,56.0,0.0,0.0,4.0
Napa,2021-06-26,1.0,0.0,1.0,198.0,1.0,0.0,3.0
Santa Cruz,2021-06-26,3.0,0.0,3.0,372.0,1.0,0.0,9.0
San Benito,2021-06-26,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Plumas,2021-06-26,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Mono,2021-06-26,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Riverside,2021-06-26,45.0,16.0,61.0,3262.0,12.0,2.0,98.0
Monterey,2021-06-26,1.0,0.0,1.0,724.0,0.0,0.0,20.0
Sonoma,2021-06-26,19.0,1.0,20.0,656.0,7.0,0.0,18.0
Stanislaus,2021-06-26,42.0,7.0,49.0,1311.0,13.0,0.0,37.0
Trinity,2021-06-26,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Luis Obispo,2021-06-26,7.0,0.0,7.0,460.0,1.0,0.0,15.0
San Mateo,2021-06-26,7.0,10.0,17.0,708.0,2.0,1.0,12.0
San Francisco,2021-06-26,16.0,11.0,27.0,2150.0,4.0,1.0,110.0
Colusa,2021-06-26,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Tehama,2021-06-26,0.0,0.0,0.0,59.0,0.0,0.0,4.0
Los Angeles,2021-06-26,238.0,64.0,302.0,19117.0,53.0,3.0,653.0
Kern,2021-06-26,30.0,0.0,30.0,1149.0,10.0,0.0,41.0
Santa Clara,2021-06-26,36.0,11.0,47.0,3063.0,15.0,2.0,103.0
Inyo,2021-06-26,0.0,0.0,0.0,29.0,0.0,0.0,1.0
Calaveras,2021-06-26,0.0,0.0,0.0,33.0,0.0,0.0,4.0
Nevada,2021-06-26,5.0,0.0,5.0,112.0,1.0,0.0,2.0
San Bernardino,2021-06-26,69.0,12.0,81.0,3531.0,28.0,3.0,172.0
Mendocino,2021-06-26,4.0,0.0,4.0,86.0,3.0,0.0,7.0
Madera,2021-06-26,6.0,10.0,16.0,278.0,2.0,1.0,6.0
Humboldt,2021-06-26,12.0,1.0,13.0,274.0,4.0,0.0,4.0
Lake,2021-06-26,0.0,0.0,0.0,64.0,0.0,0.0,2.0
Sutter,2021-06-26,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Sacramento,2021-06-26,60.0,18.0,78.0,2580.0,20.0,1.0,82.0
Contra Costa,2021-06-26,25.0,5.0,30.0,1313.0,8.0,1.0,47.0
San Joaquin,2021-06-26,31.0,5.0,36.0,909.0,10.0,0.0,21.0
El Dorado,2021-06-26,1.0,0.0,1.0,190.0,0.0,0.0,3.0
Tulare,2021-06-27,9.0,4.0,13.0,665.0,0.0,0.0,21.0
Los Angeles,2021-06-27,229.0,48.0,277.0,18990.0,55.0,2.0,689.0
Lassen,2021-06-27,2.0,0.0,2.0,25.0,0.0,0.0,0.0
Madera,2021-06-27,7.0,14.0,21.0,278.0,3.0,1.0,4.0
Tuolumne,2021-06-27,2.0,0.0,2.0,72.0,1.0,0.0,2.0
Siskiyou,2021-06-27,1.0,0.0,1.0,56.0,0.0,0.0,3.0
Sacramento,2021-06-27,60.0,19.0,79.0,2561.0,22.0,1.0,93.0
Kings,2021-06-27,5.0,0.0,5.0,96.0,1.0,0.0,1.0
Kern,2021-06-27,30.0,1.0,31.0,1147.0,9.0,0.0,44.0
El Dorado,2021-06-27,2.0,0.0,2.0,190.0,0.0,0.0,3.0
Lake,2021-06-27,0.0,0.0,0.0,64.0,0.0,0.0,3.0
Riverside,2021-06-27,42.0,24.0,66.0,3229.0,13.0,2.0,106.0
Plumas,2021-06-27,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Shasta,2021-06-27,9.0,0.0,9.0,545.0,2.0,0.0,24.0
Sutter,2021-06-27,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Glenn,2021-06-27,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Mariposa,2021-06-27,0.0,0.0,0.0,14.0,0.0,0.0,0.0
San Mateo,2021-06-27,6.0,11.0,17.0,703.0,2.0,1.0,14.0
Yolo,2021-06-27,1.0,0.0,1.0,127.0,1.0,0.0,1.0
Modoc,2021-06-27,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Amador,2021-06-27,1.0,1.0,2.0,53.0,1.0,0.0,0.0
Marin,2021-06-27,2.0,2.0,4.0,315.0,1.0,0.0,15.0
Placer,2021-06-27,23.0,13.0,36.0,792.0,4.0,2.0,18.0
Calaveras,2021-06-27,0.0,0.0,0.0,33.0,0.0,0.0,4.0
San Francisco,2021-06-27,18.0,7.0,25.0,2150.0,4.0,0.0,126.0
San Joaquin,2021-06-27,34.0,6.0,40.0,901.0,9.0,1.0,15.0
Ventura,2021-06-27,12.0,3.0,15.0,1127.0,2.0,0.0,49.0
Merced,2021-06-27,3.0,0.0,3.0,272.0,1.0,0.0,13.0
Solano,2021-06-27,11.0,5.0,16.0,602.0,4.0,1.0,21.0
Napa,2021-06-27,1.0,0.0,1.0,201.0,1.0,0.0,6.0
San Bernardino,2021-06-27,69.0,8.0,77.0,3543.0,24.0,1.0,179.0
Stanislaus,2021-06-27,44.0,7.0,51.0,1311.0,12.0,0.0,42.0
Monterey,2021-06-27,5.0,0.0,5.0,724.0,0.0,0.0,24.0
Mendocino,2021-06-27,4.0,0.0,4.0,85.0,3.0,0.0,5.0
Yuba,2021-06-27,11.0,0.0,11.0,261.0,4.0,0.0,6.0
Humboldt,2021-06-27,12.0,0.0,12.0,262.0,4.0,0.0,7.0
Imperial,2021-06-27,4.0,0.0,4.0,236.0,2.0,0.0,6.0
Nevada,2021-06-27,5.0,0.0,5.0,112.0,1.0,0.0,2.0
Colusa,2021-06-27,0.0,0.0,0.0,48.0,0.0,0.0,5.0
San Luis Obispo,2021-06-27,6.0,0.0,6.0,460.0,2.0,0.0,14.0
Contra Costa,2021-06-27,28.0,7.0,35.0,1313.0,9.0,1.0,47.0
Orange,2021-06-27,51.0,9.0,60.0,5784.0,11.0,1.0,161.0
Santa Clara,2021-06-27,40.0,12.0,52.0,3037.0,15.0,2.0,112.0
Alameda,2021-06-27,45.0,25.0,70.0,2489.0,17.0,1.0,131.0
Sonoma,2021-06-27,20.0,1.0,21.0,666.0,8.0,0.0,21.0
San Diego,2021-06-27,66.0,7.0,73.0,6439.0,25.0,1.0,282.0
Santa Barbara,2021-06-27,10.0,1.0,11.0,603.0,5.0,0.0,46.0
Del Norte,2021-06-27,1.0,0.0,1.0,54.0,1.0,0.0,2.0
Tehama,2021-06-27,0.0,0.0,0.0,59.0,0.0,0.0,2.0
Fresno,2021-06-27,40.0,20.0,60.0,1508.0,8.0,1.0,20.0
Trinity,2021-06-27,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Butte,2021-06-27,6.0,0.0,6.0,451.0,1.0,0.0,21.0
Mono,2021-06-27,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Benito,2021-06-27,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Santa Cruz,2021-06-27,2.0,0.0,2.0,372.0,1.0,0.0,9.0
Inyo,2021-06-27,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Imperial,2021-06-28,3.0,1.0,4.0,236.0,1.0,0.0,12.0
Lake,2021-06-28,1.0,0.0,1.0,64.0,1.0,0.0,2.0
Sacramento,2021-06-28,63.0,15.0,78.0,2549.0,15.0,0.0,98.0
Stanislaus,2021-06-28,52.0,4.0,56.0,1305.0,12.0,0.0,41.0
Nevada,2021-06-28,7.0,0.0,7.0,132.0,1.0,0.0,1.0
Santa Clara,2021-06-28,43.0,12.0,55.0,2988.0,18.0,1.0,119.0
San Bernardino,2021-06-28,74.0,9.0,83.0,3560.0,25.0,3.0,197.0
El Dorado,2021-06-28,3.0,0.0,3.0,190.0,0.0,0.0,3.0
San Luis Obispo,2021-06-28,8.0,0.0,8.0,460.0,2.0,0.0,6.0
Inyo,2021-06-28,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Alameda,2021-06-28,42.0,19.0,61.0,2463.0,15.0,1.0,125.0
San Diego,2021-06-28,65.0,15.0,80.0,6444.0,20.0,0.0,296.0
Calaveras,2021-06-28,0.0,0.0,0.0,33.0,0.0,0.0,6.0
Amador,2021-06-28,1.0,0.0,1.0,53.0,1.0,0.0,0.0
Placer,2021-06-28,29.0,7.0,36.0,786.0,6.0,1.0,20.0
Los Angeles,2021-06-28,255.0,45.0,300.0,19012.0,63.0,3.0,716.0
Napa,2021-06-28,2.0,0.0,2.0,208.0,1.0,0.0,3.0
San Mateo,2021-06-28,5.0,7.0,12.0,693.0,2.0,0.0,17.0
Madera,2021-06-28,8.0,17.0,25.0,278.0,3.0,1.0,4.0
Kings,2021-06-28,4.0,1.0,5.0,107.0,0.0,0.0,4.0
Colusa,2021-06-28,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Lassen,2021-06-28,1.0,0.0,1.0,25.0,0.0,0.0,0.0
San Joaquin,2021-06-28,30.0,5.0,35.0,908.0,10.0,1.0,17.0
Mono,2021-06-28,1.0,0.0,1.0,17.0,0.0,0.0,2.0
Modoc,2021-06-28,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Kern,2021-06-28,28.0,1.0,29.0,1143.0,9.0,0.0,43.0
Contra Costa,2021-06-28,31.0,7.0,38.0,1282.0,10.0,0.0,50.0
Del Norte,2021-06-28,0.0,0.0,0.0,54.0,0.0,0.0,2.0
San Benito,2021-06-28,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Mariposa,2021-06-28,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Glenn,2021-06-28,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Santa Barbara,2021-06-28,10.0,0.0,10.0,603.0,5.0,0.0,45.0
Sutter,2021-06-28,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Mendocino,2021-06-28,6.0,0.0,6.0,93.0,4.0,0.0,6.0
Riverside,2021-06-28,50.0,14.0,64.0,3223.0,13.0,3.0,93.0
Tulare,2021-06-28,10.0,4.0,14.0,665.0,1.0,0.0,18.0
Yuba,2021-06-28,11.0,0.0,11.0,261.0,5.0,0.0,5.0
Solano,2021-06-28,7.0,4.0,11.0,581.0,1.0,1.0,19.0
Humboldt,2021-06-28,7.0,0.0,7.0,263.0,2.0,0.0,8.0
Orange,2021-06-28,56.0,9.0,65.0,5753.0,10.0,1.0,162.0
Butte,2021-06-28,5.0,0.0,5.0,451.0,1.0,0.0,18.0
Plumas,2021-06-28,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Sonoma,2021-06-28,31.0,0.0,31.0,699.0,9.0,0.0,16.0
Shasta,2021-06-28,9.0,0.0,9.0,545.0,1.0,0.0,18.0
Monterey,2021-06-28,5.0,0.0,5.0,724.0,0.0,0.0,25.0
Trinity,2021-06-28,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Ventura,2021-06-28,15.0,4.0,19.0,1121.0,2.0,1.0,53.0
Santa Cruz,2021-06-28,2.0,0.0,2.0,372.0,0.0,0.0,10.0
Merced,2021-06-28,2.0,0.0,2.0,272.0,1.0,0.0,10.0
Yolo,2021-06-28,2.0,0.0,2.0,125.0,2.0,0.0,2.0
Marin,2021-06-28,2.0,3.0,5.0,313.0,1.0,0.0,11.0
Fresno,2021-06-28,41.0,14.0,55.0,1500.0,8.0,0.0,23.0
San Francisco,2021-06-28,19.0,5.0,24.0,2123.0,5.0,0.0,131.0
Tehama,2021-06-28,0.0,0.0,0.0,59.0,0.0,0.0,3.0
Siskiyou,2021-06-28,1.0,0.0,1.0,56.0,0.0,0.0,2.0
Tuolumne,2021-06-28,2.0,0.0,2.0,72.0,1.0,0.0,3.0
Del Norte,2021-06-29,0.0,0.0,0.0,53.0,0.0,0.0,3.0
San Francisco,2021-06-29,16.0,9.0,25.0,2144.0,6.0,3.0,110.0
Inyo,2021-06-29,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Alameda,2021-06-29,37.0,19.0,56.0,2461.0,13.0,1.0,110.0
Santa Cruz,2021-06-29,2.0,0.0,2.0,372.0,0.0,0.0,7.0
Riverside,2021-06-29,55.0,19.0,74.0,3272.0,14.0,2.0,81.0
Kings,2021-06-29,5.0,0.0,5.0,112.0,1.0,0.0,1.0
Monterey,2021-06-29,5.0,0.0,5.0,724.0,1.0,0.0,20.0
Placer,2021-06-29,24.0,14.0,38.0,789.0,6.0,2.0,19.0
Sacramento,2021-06-29,64.0,15.0,79.0,2551.0,15.0,1.0,86.0
Stanislaus,2021-06-29,55.0,5.0,60.0,1311.0,9.0,0.0,42.0
Ventura,2021-06-29,13.0,4.0,17.0,1140.0,3.0,0.0,55.0
Merced,2021-06-29,2.0,0.0,2.0,271.0,1.0,0.0,12.0
San Mateo,2021-06-29,8.0,9.0,17.0,701.0,2.0,0.0,15.0
Sutter,2021-06-29,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Yuba,2021-06-29,9.0,0.0,9.0,261.0,5.0,0.0,4.0
Mono,2021-06-29,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Plumas,2021-06-29,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Mariposa,2021-06-29,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Solano,2021-06-29,10.0,8.0,18.0,577.0,1.0,0.0,20.0
Butte,2021-06-29,8.0,0.0,8.0,451.0,1.0,0.0,18.0
Lake,2021-06-29,1.0,0.0,1.0,64.0,1.0,0.0,0.0
San Luis Obispo,2021-06-29,7.0,0.0,7.0,460.0,2.0,0.0,11.0
Calaveras,2021-06-29,0.0,0.0,0.0,33.0,0.0,0.0,7.0
Madera,2021-06-29,6.0,14.0,20.0,278.0,3.0,0.0,3.0
San Joaquin,2021-06-29,29.0,10.0,39.0,915.0,10.0,0.0,17.0
