College Name,State,Public (1)/ Private (2),# appli. rec'd,# appl. accepted,# new stud. enrolled,% new stud. from top 10%,% new stud. from top 25%,# FT undergrad,# PT undergrad,in-state tuition,out-of-state tuition,room,board,add. fees,estim. book costs,estim. personal $,% fac. w/PHD,stud./fac. ratio,Graduation rate
University of Nevada at Reno,NV,1,2868,2409,1524,,,5916,2939,1740,6490,2635,1925,20,600,2900,78,15.4,54
University of Nevada-Las Vegas,NV,1,,2786,1595,25,50,7969,8008,1740,6490,1702,3250,40,700,1700,76,14.8,37
Sierra Nevada College,NV,2,200,160,100,5,25,300,50,7500,7500,2500,2000,,500,,45,7.5,29
Adelphi University,NY,2,2186,1924,512,16,29,2683,1227,12280,12280,,,,750,1500,29,12.2,56
Dowling College,NY,2,1011,829,410,9,33,1059,2458,9000,9000,,3100,630,450,1413,77,12.4,42
Alfred University,NY,2,1732,1425,472,37,75,1830,110,16548,16548,2808,2598,424,500,600,82,11.3,73
Bard College,NY,2,1910,838,285,50,85,1004,15,19264,19264,,,496,750,750,98,10.4,79
Canisius College,NY,2,2853,2193,753,16,34,2978,434,10750,10750,2750,2590,326,400,1130,90,14.6,64
Cazenovia College,NY,2,3847,3433,527,9,35,1010,12,9384,9384,2420,2420,395,600,500,22,14.3,118
CUNY-Brooklyn College,NY,1,3589,2992,1367,15,40,7767,3827,2450,5050,,,155,500,700,83,15.6,43
CUNY - City College,NY,1,3788,2747,1269,20,45,8071,3629,2450,5050,,,93,500,,78,12.8,34
CUNY-Hunter College,NY,1,6189,3212,1418,14,43,8140,5947,2450,5050,1600,,107,500,500,62,14.1,39
CUNY - Queens College,NY,1,4681,3627,1749,12,37,8837,5624,2650,5250,,,200,500,2100,100,12.5,46
Clarkson University,NY,2,2174,1953,557,35,68,2332,53,15960,15960,2622,2958,323,700,1300,95,15.8,77
Colgate University,NY,2,4856,2492,727,46,75,2649,25,19510,19510,2690,2875,145,500,750,95,10.5,93
College of Mount St. Vincent,NY,2,946,648,177,23,46,707,432,11790,11790,,,60,500,1000,75,11.9,83
College of New Rochelle,NY,2,551,437,143,,,2515,639,10200,10200,,,,,,87,37.5,
College of Saint Rose,NY,2,983,664,249,23,57,1698,894,9990,9990,,,150,800,1500,66,14.3,64
Columbia University,NY,2,6756,1930,871,78,96,3376,55,18624,18624,3740,2924,486,550,300,97,5.9,99
Barnard College,NY,2,2496,1402,531,53,95,2121,69,17926,17926,4786,3338,720,600,850,83,10.3,91
Concordia College,NY,2,303,198,101,10,40,443,153,9370,9370,1870,2460,,,,50,9.5,53
Cooper Union,NY,2,2339,307,197,,100,959,26,,,4700,4000,300,860,1450,67,8.1,95
Cornell University,NY,2,19227,7171,3286,81,95,13072,,19000,19000,3658,2580,66,510,1060,91,6.9,93
D'Youville College,NY,2,866,619,157,18,47,1074,336,8920,8920,,,180,680,1320,68,14.6,46
Dominican College of Blauvelt,NY,2,360,329,108,4,19,756,863,8310,8310,5500,,395,600,1800,43,12.7,54
Elmira College,NY,2,1457,1045,345,27,50,1109,502,14990,14990,2860,2180,300,450,550,77,21.5,64
Fordham University,NY,2,4200,2874,942,30,55,4740,1646,14235,14235,6965,,170,600,1735,86,14.4,80
Hamilton College,NY,2,3140,1783,454,40,82,1646,24,19700,19700,2550,2500,,300,800,91,9.6,91
Hartwick College,NY,2,2083,1725,430,22,49,1464,67,17480,17480,2250,2530,300,500,700,75,12.3,73
Hobart and William Smith Colleges,NY,2,2688,2081,500,25,53,1792,5,19029,19029,2877,2964,431,600,600,99,12.1,79
Hofstra University,NY,2,7428,5860,1349,25,63,6534,1350,11600,11600,3620,2300,650,1000,1000,81,13.9,60
Houghton College,NY,2,949,786,302,30,70,1210,26,9990,9990,1850,1700,310,500,1500,85,15,67
Hilbert College,NY,2,238,235,108,2,13,888,390,7500,7500,1730,2580,400,600,1160,31,14.3,
Iona College,NY,2,4892,3530,913,13,33,3906,1446,10690,10690,,,270,570,1150,66,16,66
Ithaca College,NY,2,7259,5526,1368,23,52,5612,166,14424,14424,3062,3130,,634,1000,58,11.5,75
Keuka College,NY,2,461,381,174,10,43,738,55,9600,9600,4550,,265,600,750,55,13.3,51
King's College,NY,2,356,233,53,16,24,246,18,8190,8190,1992,1928,250,500,1000,100,7,
Le Moyne College,NY,2,1470,1199,425,21,76,1820,558,11040,11040,1950,2890,320,400,900,89,13.3,94
Manhattan College,NY,2,2432,1730,563,20,63,2578,254,12370,12370,6800,,972,500,1800,92,13.6,79
Manhattanville College,NY,2,962,750,212,21,54,830,150,14700,14700,3600,2950,410,450,400,97,11.3,70
Marist College,NY,2,4731,3171,830,12,31,3557,658,10700,10700,2400,3525,290,550,1200,74,17.6,69
Marymount College Tarrytown,NY,2,478,327,117,9,34,731,370,11510,11510,,,390,575,1075,71,10.3,77
Marymount Manhattan College,NY,2,695,535,239,21,30,988,785,10200,10200,7000,,125,350,1100,63,11.7,68
Mercy College,NY,2,1518,1378,788,6,24,4266,1811,7200,7200,,,,500,800,67,13.8,
Molloy College,NY,2,481,401,185,16,40,1402,579,8800,8800,,,345,800,6900,38,9.7,80
Medaille College,NY,2,384,223,143,6,41,1146,236,8920,8920,2500,1900,80,800,2050,65,16.2,
Mount Saint Mary College,NY,2,1170,695,238,14,48,1170,429,7470,7470,4600,,260,250,1400,74,15.3,88
Nazareth College of Rochester,NY,2,947,798,266,36,68,1274,471,10850,10850,5150,,200,550,800,77,13.6,61
New York University,NY,2,13594,7244,2505,70,86,12408,2814,17748,17748,,,991,450,1000,87,7.8,71
Niagara University,NY,2,2220,1796,467,65,99,1919,334,10320,10320,,,420,450,650,68,14.2,65
Nyack College,NY,2,460,283,160,15,34,508,34,7950,7950,1680,2130,450,600,1200,35,11.6,55
Pace University,NY,2,8256,3750,1522,37,70,5809,4379,11100,11000,1340,3420,350,660,1115,90,13.8,62
Polytechnic University,NY,2,1132,847,302,58,89,1379,214,16200,16200,,,280,436,2486,90,10.4,62
Pratt Institute,NY,2,1181,903,292,,,1622,166,13975,13975,4360,2380,380,1500,630,,10.8,58
Rensselaer Polytechnic Institute,NY,2,4996,4165,936,53,82,4291,16,17475,17475,,,550,1230,1100,94,15.4,70
Roberts Wesleyan College,NY,2,459,422,212,,,932,107,10220,10220,1194,2352,214,520,1400,45,13.4,46
Rochester Institute of Technology,NY,2,4704,3798,1381,30,59,7176,2578,13968,13968,2604,3066,261,500,875,,10.8,68
Daemen College,NY,2,939,894,269,,,1378,522,7950,7950,,4150,320,600,,,23.8,
Sage Colleges,NY,2,419,170,373,,,1022,169,,,,,,,,105,8.2,64
Sarah Lawrence College,NY,2,1380,768,263,57,82,1000,105,19300,19300,4816,1878,264,600,700,89,6.1,83
Skidmore College,NY,2,4293,2728,591,25,62,2322,263,18710,18710,3170,2515,215,500,700,87,12.7,81
Siena College,NY,2,2961,1932,628,24,68,2669,616,10800,10800,2120,2980,310,575,1090,71,14.1,100
St. Bonaventure University,NY,2,1489,1313,375,13,45,1688,131,10456,10456,2312,2615,395,500,1050,91,17.7,78
St. Francis College,NY,2,1013,916,401,,,1562,695,6550,6550,,,150,450,,63,19.3,45
St. John Fisher College,NY,2,1368,1064,354,19,51,1687,677,10570,10570,3550,2050,190,400,800,86,14.5,66
St. John's University,NY,2,7775,2836,2412,,,11785,1752,9400,9400,,,500,500,1350,72,29.3,65
St. Joseph's College,NY,2,707,512,222,17,44,1671,1512,7350,7350,,,322,600,1500,52,13.6,74
St. Lawrence University,NY,2,2753,1820,505,31,56,1801,45,18720,18720,2960,2770,420,650,825,90,11.5,85
St. Thomas Aquinas College,NY,2,861,609,215,10,27,1117,815,8650,8650,,,150,500,1750,69,16.1,67
SUNY at Albany,NY,1,13528,9198,1843,16,61,10168,1231,2650,6550,2950,1405,295,700,1560,93,17.4,74
SUNY at Binghamton,NY,1,14463,6166,1757,60,94,8544,671,2650,6550,2690,1908,360,700,1000,83,18,80
SUNY at Stony Brook,NY,1,12512,6969,1724,27,66,9744,1351,2650,6550,4712,,295,600,1200,91,10.5,57
SUNY College at Brockport,NY,1,7294,3564,904,7,34,5758,1363,2650,6550,2760,1700,315,500,705,79,19,49
SUNY College at Buffalo,NY,1,5318,3515,1025,8,29,7626,2091,2650,6550,2680,1360,240,550,1230,71,18.7,42
SUNY College at Cortland,NY,1,7888,3519,1036,6,40,5011,346,2650,6550,2680,2000,316,630,1274,82,17.8,53
SUNY College at Fredonia,NY,1,4877,2798,814,13,48,4123,298,2650,6550,2500,1920,359,620,1481,82,16.3,66
SUNY College at Geneseo,NY,1,8598,4562,1143,56,93,5060,146,2650,6550,2620,1550,433,600,650,79,19.1,76
SUNY College at New Paltz,NY,1,8399,3609,656,19,53,4658,1478,2650,6550,1790,2450,271,550,1500,85,15.3,53
SUNY College at Oneonta,NY,1,7500,4350,872,,,4627,483,2650,6550,2300,2652,250,500,1350,70,17.1,60
SUNY College at Oswego,NY,1,8000,4556,1464,17,70,6943,869,2650,6550,2830,1980,311,500,1500,69,22,63
SUNY College at Plattsburgh,NY,1,5549,3583,853,9,40,5004,475,2650,6550,2520,1656,309,600,1380,80,17.9,65
SUNY College at Potsdam,NY,1,3150,2289,650,16,51,3598,234,2650,6840,2750,1910,240,500,1000,71,15.1,59
Syracuse University,NY,2,10477,7260,2442,28,67,10142,117,15150,15150,3620,3250,360,635,960,73,11.3,67
Utica College of Syracuse University,NY,2,1278,978,256,,,1525,798,12680,12680,,,90,525,1175,64,12.3,65
Union College,NY,2,3495,1712,528,49,84,1915,123,18732,18732,3297,2907,190,450,1024,94,11.5,88
United States Merchant Marine Academy,NY,1,942,356,283,44,96,987,,,,,,4090,,75,68,12.8,71
United States Military Academy,NY,1,13703,1610,1212,59,92,4229,,,,,,2380,1100,,37,8.8,95
University of Rochester,NY,2,8766,5498,1243,56,75,5071,438,17840,17840,3978,2604,410,500,882,93,5.9,80
Vassar College,NY,2,3550,1877,653,53,87,2164,77,18920,18920,5950,,465,600,800,90,9.7,90
Wagner College,NY,2,1416,1015,417,10,44,1324,117,13500,13500,5800,,,585,1700,67,13.2,75
Wells College,NY,2,318,240,130,40,85,416,19,14900,14900,,,,600,500,93,8.3,69
Yeshiva University,NY,2,1002,857,606,,,1948,42,12584,12584,2892,1300,270,520,1390,86,5.2,63
CUNY-York College,NY,1,1432,1432,706,5,20,3932,2937,2450,5050,,,120,600,3364,75,18.9,26
CUNY- Baruch College,NY,1,5377,2872,1300,18,54,8247,4328,2450,5050,,,112,500,500,83,18.2,47
Long Island University at Brooklyn,NY,2,3292,1317,707,,,3520,673,10258,10258,2950,2620,485,700,1250,75,21.6,61
New York Institute of Technology,NY,2,2531,1978,778,,,4730,2007,9190,9190,2980,2520,850,500,1250,74,18.6,53
SUNY College at Purchase,NY,1,2119,1264,390,5,33,2478,1441,2650,6550,2990,1770,367,1125,1362,80,14.9,46
CUNY-Lehman College,NY,1,1897,1384,768,9,32,4890,3777,2450,5050,,,112,500,1200,80,15.3,30
SUNY College at Old Westbury,NY,1,1358,1328,370,,18,2992,1202,2150,5750,2990,1430,248,660,,67,25.3,22
SUNY at Buffalo,NY,1,15039,9649,3087,36,100,13963,3124,2650,6550,4731,,424,708,957,90,13.6,56
CUNY- Medgar Evers College,NY,1,1289,1289,644,1,6,2343,2640,2100,2600,,,70,500,2700,64,16.5,36
SUNY Empire State College,NY,1,2036,,1725,,,1596,4333,2650,6550,,,95,600,1650,58,15.1,
New School for Social Research,NY,2,1914,1190,634,,,2609,1482,14710,14710,5520,2500,150,1300,1080,69,10.2,59
CUNY-College of Staten Island,NY,1,2170,2170,1433,9,40,5949,4887,2450,5050,,,106,,,71,17.6,48
Art Academy of Cincinnati,OH,2,130,82,33,,,199,31,8450,8450,,,370,1200,,11,7.5,
Ashland University,OH,2,1454,1267,424,20,41,1874,757,11431,11431,2467,2217,260,600,1700,43,17.4,66
Baldwin-Wallace College,OH,2,1690,1366,662,30,61,2718,1460,10995,10995,2235,2175,585,1000,1000,68,17.6,85
Bluffton College,OH,2,692,514,209,20,50,760,81,9900,9900,2373,1617,,400,900,76,13.3,58
Bowling Green State University,OH,1,9251,7333,3076,14,45,13699,1213,3070,7452,1968,1384,660,600,1700,81,21.1,67
Capital University,OH,2,1747,1382,449,34,66,1662,960,13050,13050,4000,,135,500,800,64,12.1,83
Case Western Reserve University,OH,2,3877,3156,713,71,93,3051,513,15700,15700,2960,1770,125,525,1460,95,2.9,67
Cedarville College,OH,2,1307,1090,616,25,55,2196,82,7344,7344,2370,2040,126,570,1000,50,15.3,64
Central State University,OH,1,2222,1767,729,,,2636,625,1513,4731,4293,,1164,604,1164,49,21.1,
Cleveland State University,OH,1,2407,2296,1304,5,19,7749,3961,3231,6462,,,,808,,91,18.5,35
College of Mount St. Joseph,OH,2,798,620,238,14,41,1165,1232,9800,9800,2280,2150,50,400,1150,46,11.1,100
Franciscan University of Steubenville,OH,2,553,452,228,22,49,1301,242,9650,9650,2200,2200,260,600,1000,57,14.9,83
College of Wooster,OH,2,2100,1883,553,29,65,1704,1,16240,16240,2160,2530,,500,500,84,11.1,69
Defiance College,OH,2,571,461,174,10,26,645,283,10850,10850,,,,400,1159,58,12.8,56
Denison University,OH,2,2762,2279,533,32,60,1835,14,16900,16900,2600,2120,820,500,600,88,11.6,81
University of Findlay,OH,2,2165,1783,412,20,43,1854,475,11800,11800,2460,2570,104,550,650,51,12.4,
Franklin University,OH,2,1304,1300,871,4,15,1272,2733,3096,3096,,,,,,53,19.6,33
Heidelberg College,OH,2,738,687,241,20,44,964,242,13780,13780,2004,2406,198,500,500,68,12.5,65
Hiram College,OH,2,922,729,244,37,66,1000,275,14067,14067,,,270,400,1000,75,10.6,79
John Carroll University,OH,2,2421,2109,820,27,57,3168,392,11700,11700,3000,2550,,600,450,89,14.5,89
Kent State University,OH,1,9210,3040,7425,10,30,15615,3230,3927,7854,,,,500,1350,81,20.8,46
Kenyon College,OH,2,2212,1538,408,44,75,1445,1,19240,19240,1640,2050,610,750,480,95,11.1,88
Lourdes College,OH,2,57,55,32,17,48,435,1174,6992,6992,,,300,720,3285,17,9.6,46
Malone College,OH,2,874,758,428,21,46,1605,246,9858,9858,2020,1680,135,450,1200,42,17.6,55
Marietta College,OH,2,1611,960,342,27,60,1089,210,13850,13850,2020,1900,270,470,810,80,13.2,96
Mount Union College,OH,2,1310,1086,458,26,61,1365,144,12250,12250,1400,2130,700,400,1150,85,16.7,81
Muskingum College,OH,2,1109,922,375,24,46,1115,70,13240,13240,1634,2280,386,600,800,73,13.4,73
Notre Dame College of Ohio,OH,2,136,107,42,12,36,377,373,8064,8064,2420,,80,650,700,61,8.7,
Oberlin College,OH,2,4778,2767,678,50,89,2587,120,19670,19670,2920,2900,126,575,1119,77,10.1,83
Ohio Northern University,OH,2,2936,2342,669,35,62,2502,66,15990,15990,1785,2295,,600,825,73,14.5,83
Ohio University,OH,1,11023,8298,3183,21,54,14861,1310,3552,7629,2013,2082,357,550,2300,79,20.4,64
Ohio Wesleyan University,OH,2,2190,1700,458,36,65,1780,48,16732,16732,2860,2790,,550,550,93,12.1,75
Otterbein College,OH,2,1496,1205,428,26,57,1648,936,12888,12888,,,,420,840,62,13.9,87
Tiffin University,OH,2,845,734,254,5,21,662,351,7600,7600,1800,2000,125,600,1200,59,19,39
University of Akron,OH,1,6305,5190,3211,,,12487,9295,2888,7650,2454,1390,304,550,2100,71,16.7,43
University of Cincinnati,OH,1,6855,5553,2408,26,57,11036,2011,3234,8907,2703,1994,498,556,1851,89,10.8,54
University of Dayton,OH,2,6361,5293,1507,26,51,5889,665,11380,11380,2160,2060,450,500,900,81,14.8,93
University of Toledo,OH,1,3055,2959,1527,,,15428,5370,2693,7441,2564,1155,706,550,500,81,20.4,48
Urbana University,OH,2,318,265,132,12,45,745,203,8468,8468,1760,2380,477,500,750,68,15,
Ursuline College,OH,2,325,260,86,21,47,699,717,9600,9600,2270,1932,210,450,750,39,10.5,68
Walsh University,OH,2,1092,890,477,27,92,847,497,8670,8670,,,300,500,1450,42,11.3,68
Wilberforce University,OH,2,1259,691,227,24,54,775,,6346,6346,1632,1760,300,550,,26,13.4,
Wilmington College,OH,2,709,602,225,15,37,1372,611,10230,10230,,4110,180,500,1000,59,13.3,67
Wittenberg University,OH,2,1979,1739,575,42,68,1980,144,15948,15948,2190,2214,822,400,800,82,12.8,78
Xavier University,OH,2,1959,1805,695,24,47,2849,1107,11520,11520,2600,2360,10,600,1250,73,13.3,83
Youngstown State University,OH,1,3297,2903,1907,13,32,9633,3662,2196,4536,,,594,570,1410,71,18,50
Ohio State University at Columbus,OH,1,15076,12860,5330,24,52,31039,6005,3087,9315,,,,525,2550,,13.1,56
Mount Vernon Nazarene College,OH,2,510,485,334,18,36,1114,94,7400,7400,,,516,600,600,57,19.8,58
Miami University at Oxford,OH,1,9239,7788,3290,35,39,13606,807,3740,8856,1860,2100,798,500,1382,81,17.6,85
Antioch University,OH,2,713,661,252,25,44,712,23,15476,15476,1538,1798,1404,400,1100,69,11.3,48
Wright State University,OH,1,,,,11,30,9967,3732,,,,,,,,80,8.1,
Shawnee State University,OH,1,1406,1406,952,,,2536,1100,2262,4128,,,393,,,42,17.3,
Southern Nazarene University,OK,2,538,538,319,,,1317,201,6293,6293,1876,1841,348,400,3400,65,20.8,44
Cameron University,OK,2,1782,1695,1238,15,39,3302,2686,1640,4017,,,,650,1850,55,19.9,36
Bartlesville Wesleyan College,OK,2,149,114,81,19,41,344,150,5950,5950,1300,1600,85,500,,38,8.4,
University of Central Oklahoma,OK,1,3398,3191,1326,9,38,7517,4525,1133,1928,,,140,500,1400,65,22.8,31
East Central University,OK,1,600,550,520,10,39,3255,558,1695,3590,,,,400,1801,64,18.5,
Langston University,OK,2,1171,710,400,,,3236,434,1604,2064,1484,1096,250,500,2106,69,41.7,
Northeastern State University,OK,1,1378,1182,,,,4952,2123,1338,2280,,,,400,,62,20.2,25
Northwestern Oklahoma State University,OK,1,620,410,346,,,,,,,,,,,,40,16.2,29
Oklahoma Baptist University,OK,2,758,681,484,35,59,1707,705,5390,5390,1350,1790,530,515,1290,63,15.1,50
Oklahoma Christian University,OK,2,776,765,351,22,44,1419,228,6400,6400,1650,1500,280,500,1900,58,16.2,45
Oklahoma City University,OK,2,940,653,275,30,52,1613,541,,,,,,,,59,14.6,40
University of Sci. and Arts of Oklahoma,OK,1,285,280,208,21,43,1140,473,1408,3687,640,1280,172,600,1800,67,23.6,43
Oklahoma State University,OK,1,4522,3913,2181,29,57,12830,1658,1889,5336,1758,1588,40,800,3100,84,15.3,48
Oklahoma Panhandle State University,OK,1,350,343,251,8,27,1117,117,1212,3274,1200,600,217,90,1800,58,18.1,29
Phillips University,OK,2,692,576,174,19,50,597,83,10500,10500,,,430,600,940,58,11.6,39
Southeastern Oklahoma State Univ.,OK,1,818,700,447,20,50,2962,651,1500,3738,,,,450,1022,55,19.6,53
Southwestern Oklahoma State Univ.,OK,1,,,920,,,4057,659,1298,3225,,2130,,,,,,
University of Oklahoma,OK,1,4743,3970,2233,32,63,13436,2582,1737,5173,,,166,765,3176,86,11.5,44
University of Tulsa,OK,2,1712,1557,696,41,68,2936,433,11750,11750,,,,1200,2350,94,11.5,47
Oral Roberts University,OK,2,1223,650,632,13,37,2645,167,7950,7950,1744,2250,380,480,1000,51,15.5,45
Western Baptist College,OR,2,259,219,118,,,513,23,9200,9200,,,200,375,2100,23,16.8,51
Concordia College,OR,2,299,206,81,26,40,811,206,9600,9600,3150,,,500,750,56,14.3,41
Eastern Oregon State College,OR,1,949,800,356,,,1662,529,2600,2600,,,,450,846,60,11.9,
George Fox College,OR,2,809,726,294,27,52,1271,43,12500,12500,2080,2050,140,400,1050,53,13.5,52
Lewis and Clark College,OR,2,2774,2092,482,35,64,1763,59,15800,15800,2390,2400,,450,950,97,12.3,69
Linfield College,OR,2,1561,1188,458,48,72,1548,840,13380,13380,1880,2330,598,500,900,89,17.8,81
Northwest Christian College,OR,2,,,,,,226,74,,,,,,,,55,16.9,
Western Oregon State College,OR,1,1438,1279,695,,,3655,156,2790,7770,3720,,,660,1830,77,20,
Oregon State University,OR,1,4675,3948,1637,,,10332,929,2841,7890,1388,2056,50,543,2244,88,13.9,45
Oregon Institute of Technology,OR,1,491,447,271,,,1774,809,2904,8676,,,,750,2028,20,14.7,41
Pacific University,OR,2,943,849,288,41,71,1041,35,14210,14210,1764,2230,225,450,1100,76,10.9,42
Portland State University,OR,1,1623,1574,837,,,6194,4992,,,2565,1800,,750,1098,78,20,24
Reed College,OR,2,1966,1436,327,47,80,1199,61,19960,19960,2690,2800,150,500,450,90,11.8,68
Southern Oregon State College,OR,1,1237,1037,768,,,3215,947,2700,7000,3400,,,600,1550,89,17.6,
University of Oregon,OR,1,8631,6732,2546,25,61,11669,1605,3090,10602,,,,570,1530,79,19.7,54
University of Portland,OR,2,1758,1485,419,27,58,2041,174,12040,12040,1750,2350,80,600,1100,92,13.2,72
Warner Pacific College,OR,2,112,87,53,,,503,91,7940,7940,4032,,202,450,1220,39,12.9,29
Willamette University,OR,2,1658,1327,395,49,80,1595,159,14800,14800,4620,,90,400,790,91,13.3,68
Albright College,PA,2,1038,839,227,30,63,973,306,15595,15595,2400,2000,200,300,500,79,11.3,80
Allegheny College,PA,2,2652,1900,484,44,77,1707,44,17080,17080,2280,2160,260,400,600,73,9.9,76
Alvernia College,PA,2,707,614,168,10,30,801,464,8374,8374,4000,,,,,42,10.8,72
Beaver College,PA,2,1163,850,348,23,56,878,519,12850,12850,5400,,260,400,800,78,12.2,73
Bryn Mawr College,PA,2,1465,810,313,71,95,1088,16,18165,18165,,,375,500,1200,100,12.3,89
Bucknell University,PA,2,6548,3813,862,49,85,3316,31,18550,18550,2545,2205,110,800,1200,95,14.2,93
Cabrini College,PA,2,599,494,224,8,28,1035,446,10518,10518,,6250,480,300,300,59,16.5,71
Carnegie Mellon University,PA,2,8728,5201,1191,60,89,4265,291,17900,17900,3520,2170,100,450,1250,86,9.2,74
Cedar Crest College,PA,2,776,607,198,25,58,791,764,14340,14340,,,,500,1000,58,11.7,74
Chatham College,PA,2,212,197,91,28,56,471,148,13500,13500,2615,2615,150,400,850,95,9.3,52
Chestnut Hill College,PA,2,342,254,126,25,64,518,232,10335,10335,,,260,700,850,71,8.3,73
College Misericordia,PA,2,1432,888,317,29,58,1121,493,10860,10860,3090,2670,530,550,900,56,12.9,96
Delaware Valley College,PA,2,1383,1199,435,15,39,1380,846,11645,11645,2430,2100,,500,,,19.3,65
Dickinson College,PA,2,3014,2539,487,31,68,1889,62,18700,18700,2600,2400,125,595,1250,87,11.2,87
Drexel University,PA,2,3451,2934,1118,23,50,5306,1963,12348,12348,3630,2550,728,500,2280,,13.1,61
Duquesne University,PA,2,2830,2374,1003,34,64,4253,942,10578,10578,2258,2856,750,550,,84,13.8,75
Eastern College,PA,2,458,369,165,16,42,1057,355,11190,11190,2260,2540,30,450,1230,60,13.6,54
Elizabethtown College,PA,2,2417,1843,426,36,70,1476,299,14190,14190,2200,2200,400,500,750,65,12.8,81
Franklin and Marshall College,PA,2,3270,2120,508,46,80,1748,40,24940,24940,,,,590,730,93,10.9,86
Gannon University,PA,2,2464,1908,678,24,57,2693,691,10970,10970,1940,2340,50,500,1380,47,13.3,65
Geneva College,PA,2,668,534,237,19,39,1306,258,9476,9476,2800,2020,44,500,1100,67,20.1,74
Gettysburg College,PA,2,3596,2466,575,42,78,1944,46,19964,19964,2180,2148,90,500,500,94,12.1,83
Grove City College,PA,2,2491,1110,573,57,88,2213,35,5224,5224,,,650,525,350,65,18.4,100
Gwynedd Mercy College,PA,2,380,237,104,30,56,716,1108,11000,11000,5550,,,500,500,36,7.8,96
Haverford College,PA,2,2128,927,292,76,97,1083,,18833,18833,3400,2835,182,685,1100,94,10.6,95
Holy Family College,PA,2,622,354,169,14,41,1145,1148,8800,8800,,,200,675,1500,44,11.2,74
Immaculata College,PA,2,268,253,103,16,44,494,1305,10000,10000,5364,,170,500,1000,56,11.2,69
Indiana University of Pennsylvania,PA,1,6373,3264,1625,19,58,11375,1132,2954,7352,1200,1706,585,500,,77,20.6,63
Juniata College,PA,2,1005,859,298,36,55,1075,43,14850,14850,2250,2210,110,450,420,97,12.7,80
King's College,PA,2,1456,1053,381,20,45,500,541,10910,10910,2410,2750,500,400,1795,66,15.6,87
Lafayette College,PA,2,4010,2402,572,36,59,2018,226,18730,18730,3000,2740,75,600,1000,93,10.5,92
La Salle University,PA,2,2929,1834,622,20,56,2738,1662,12600,12600,2510,3100,170,450,3160,90,15.1,84
Lebanon Valley College,PA,2,1386,1060,320,28,56,965,502,13850,13850,4755,,395,400,1125,84,12.3,85
Lehigh University,PA,2,6397,4304,1092,40,84,4298,132,18700,18700,3160,2420,250,750,1130,96,12.5,91
Lincoln University,PA,1,1660,1091,326,15,41,1196,33,3020,4818,1750,1650,375,350,1400,71,12.6,45
Lycoming College,PA,2,1286,1005,363,16,37,1363,74,13900,13900,2250,2050,,500,900,75,14,72
Marywood College,PA,2,1107,859,323,13,51,1452,402,11040,11040,2250,2250,400,600,700,65,11.8,66
Mercyhurst College,PA,2,1557,1074,397,15,40,1805,433,9813,9813,,,623,425,1000,45,16.7,78
Messiah College,PA,2,1742,1382,607,30,64,2258,53,10300,10300,2540,2540,84,475,1200,68,14.1,89
Moravian College,PA,2,1232,955,303,23,58,1241,485,14990,14990,2130,2600,180,550,1250,86,15.2,74
Carlow College,PA,2,395,318,166,,,807,1011,9358,9358,4264,,292,500,1000,58,10.9,68
Muhlenberg College,PA,2,2519,1836,462,30,61,1656,352,16975,16975,2360,2205,,600,850,76,12.8,83
Widener University,PA,2,2139,1492,502,24,64,2186,2171,12350,12350,,,,500,1350,88,12.6,63
Bloomsburg Univ. of Pennsylvania,PA,1,6773,3028,1025,15,55,5847,946,3086,7844,1650,1298,608,500,1680,66,18,75
California University of Pennsylvania,PA,1,2746,1505,1028,14,24,4787,789,2278,6312,,2940,370,,,53,16.3,58
Cheyney University of Penn.,PA,1,1104,767,287,,,1130,65,2728,6122,1728,1612,210,500,,52,13,
East Stroudsburg University of Penn.,PA,1,3812,2227,818,4,27,3947,611,,,2100,1156,,500,,66,19.4,54
Edinboro University of Penn.,PA,1,4419,3074,1349,,20,6318,817,3086,7844,1760,1890,599,500,1500,54,19,54
Kutztown University of Penn.,PA,1,5880,2840,1136,12,33,5866,918,3512,8285,2000,970,1150,500,,58,19.4,57
Lock Haven University of Pennsylvania,PA,1,3570,2215,651,17,41,3390,325,2954,7352,3620,,554,225,500,47,16.1,63
Mansfield University of Penn.,PA,1,2694,1725,606,,,2891,332,3154,7452,1984,1380,486,650,800,48,15.9,55
Millersville University of Penn.,PA,1,6011,3075,960,22,60,5146,1532,3086,7844,2200,1630,834,450,1258,72,16.8,71
Shippensburg University of Penn.,PA,1,5818,3281,1116,14,53,5268,300,3086,7844,1952,1552,770,450,1700,80,18.8,72
Slippery Rock University of Penn.,PA,1,4655,3113,1241,26,67,5965,954,2954,7352,1494,1762,593,500,,72,16.9,56
West Chester University of Penn.,PA,1,6502,3539,1372,11,51,7484,1904,3086,7844,4108,,560,400,2000,76,15.3,52
University of the Arts,PA,2,974,704,290,5,22,1145,39,12520,12520,3860,,500,1300,700,16,7.5,57
Philadelphia Coll. of Textiles and Sci.,PA,2,1538,1259,468,19,42,1664,1042,11690,11690,2596,2466,40,600,1664,48,12.9,68
Point Park College,PA,2,875,744,207,7,38,1173,1402,9700,9700,4830,,350,400,1200,45,14.5,66
Robert Morris College,PA,2,907,771,387,,,2621,1808,6540,6540,2454,1872,330,500,1000,58,18.5,58
Seton Hill College,PA,2,936,794,197,24,56,752,210,11240,11240,2090,2090,160,350,2000,71,11.2,71
