Call  Failure,Complains,Subscription  Length,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Status,Churn
5,0,37,7753,130,386,43,1,0
9,0,37,11710,157,13,47,1,0
10,0,37,6963,78,110,37,1,0
25,1,33,1200,50,18,17,0,1
23,0,36,10680,96,7,42,1,0
15,0,36,6063,101,28,24,1,0
5,0,34,3085,25,7,14,1,0
11,0,35,3235,44,11,16,0,1
11,1,36,2513,47,36,31,0,1
5,0,36,305,6,7,2,0,1
5,0,36,1913,28,7,6,1,0
5,0,33,7030,100,16,22,1,0
5,0,36,873,10,11,4,0,1
5,0,36,305,6,7,2,1,0
27,0,31,16320,241,7,80,1,0
8,0,34,7210,119,273,33,1,0
5,0,36,3963,85,7,28,1,0
5,0,35,1910,47,40,20,0,0
8,0,36,3025,56,177,23,1,0
6,0,27,1560,39,195,11,1,0
6,0,26,1813,42,32,68,1,0
13,0,27,945,28,12,7,0,0
5,0,26,1070,13,23,3,0,0
12,0,25,1470,35,21,13,1,0
5,0,25,3470,64,10,23,1,0
5,0,18,1940,29,30,14,1,0
18,0,17,6638,144,87,42,1,0
14,0,15,9178,174,75,40,1,0
10,0,16,3098,48,33,19,1,0
5,0,9,4635,43,217,10,1,0
5,1,9,1733,22,7,7,1,1
14,0,44,4755,79,22,23,1,0
6,0,45,703,13,24,10,0,0
16,0,43,2838,68,376,30,1,0
16,0,44,4583,74,18,41,1,0
9,0,44,2778,66,19,39,1,0
17,0,44,4160,90,49,34,1,0
10,0,44,2745,47,302,24,1,0
19,0,43,9500,129,161,49,1,0
13,0,44,14158,177,17,50,1,0
13,0,44,4900,91,19,31,1,0
12,0,44,6303,103,24,18,1,0
15,1,44,2623,62,25,23,0,0
31,0,44,15525,233,71,38,1,0
10,0,44,3480,35,500,14,1,0
15,0,43,15870,190,167,36,1,0
9,0,43,6885,94,203,32,1,0
6,0,43,1260,22,17,17,0,0
8,0,44,1095,22,30,14,0,0
6,0,43,385,8,17,6,0,1
9,0,43,7893,135,401,49,1,0
13,0,43,11850,162,28,53,1,0
14,0,43,7103,83,125,43,1,0
29,1,39,1340,55,33,23,0,1
27,0,42,10820,101,18,48,1,0
19,0,42,6203,106,43,30,1,0
7,0,40,3225,30,17,20,1,0
15,1,41,3375,49,26,22,0,1
15,1,42,2653,52,51,37,0,1
6,0,42,518,10,17,8,0,1
7,0,42,2053,33,17,12,1,0
9,0,39,7170,105,31,28,1,0
6,1,42,1013,15,26,10,0,1
6,0,42,723,12,21,8,1,0
31,0,37,16460,246,17,86,1,0
12,0,40,7350,124,288,39,1,0
8,0,42,4103,90,19,34,1,0
9,1,41,2050,52,55,26,0,0
12,0,42,3165,61,192,29,1,0
10,0,33,1700,44,210,17,1,0
10,0,32,1953,47,47,74,1,0
17,0,33,1085,33,27,13,0,0
6,0,32,1210,18,38,9,0,0
16,0,31,1610,40,36,19,1,0
8,0,31,3610,69,25,29,1,0
8,0,24,2080,34,45,20,1,0
22,0,23,6778,149,102,48,1,0
18,0,21,9318,179,90,46,1,0
14,0,22,3238,53,48,25,1,0
8,0,15,4775,48,232,16,1,0
9,1,15,1873,27,17,13,1,1
12,0,36,4595,75,7,15,1,0
5,0,37,305,6,7,2,0,0
14,0,35,2678,64,356,22,1,0
14,0,36,4423,70,7,33,1,0
7,0,36,2618,62,7,31,1,0
15,0,36,4000,86,29,26,1,0
8,0,36,2585,43,282,16,1,0
17,0,35,9340,125,141,41,1,0
11,0,36,13998,173,7,42,1,0
11,0,36,4740,87,7,23,1,0
10,0,36,6143,99,7,10,1,0
13,0,36,2463,58,7,15,0,0
29,0,36,15365,229,51,30,1,0
8,0,36,3320,31,480,6,1,0
13,0,35,15710,186,147,28,1,0
7,0,35,6725,90,183,24,1,0
5,0,35,1100,18,7,9,0,0
6,0,36,935,18,10,6,0,0
5,0,35,305,6,7,2,0,1
7,0,35,7733,131,381,41,1,0
11,0,35,11690,158,8,45,1,0
12,0,35,6943,79,105,35,1,0
27,1,31,1180,51,13,15,0,1
25,0,34,10660,97,7,40,1,0
17,0,34,6043,102,23,22,1,0
5,0,32,3065,26,7,12,1,0
13,1,33,3215,45,7,14,0,1
13,1,34,2493,48,31,29,0,1
5,0,34,305,6,7,2,0,1
5,0,34,1893,29,7,4,1,0
7,0,31,7010,101,11,20,1,0
5,0,34,305,6,7,2,0,1
5,0,34,305,6,7,2,1,0
29,0,29,16300,242,7,78,1,0
10,0,32,7190,120,268,31,1,0
6,0,34,3943,86,7,26,1,0
7,0,33,1890,48,35,18,0,0
10,0,34,3005,57,172,21,1,0
8,0,25,1540,40,190,9,1,0
8,0,24,1793,43,27,66,1,0
15,0,25,925,29,7,5,0,0
5,0,24,305,6,18,2,0,0
14,0,23,1450,36,16,11,1,0
6,0,23,3450,65,7,21,1,0
6,0,16,1920,30,25,12,1,0
20,0,15,6618,145,82,40,1,0
16,0,13,9158,175,70,38,1,0
12,0,14,3078,49,28,17,1,0
6,0,7,4615,44,212,8,1,0
7,1,7,1713,23,7,5,1,1
18,0,46,4935,87,27,25,1,0
10,0,47,883,21,29,12,0,0
20,0,45,3018,76,381,32,1,0
20,0,46,4763,82,23,43,1,0
13,0,46,2958,74,24,41,1,0
21,0,46,4340,98,54,36,1,0
14,0,46,2925,55,307,26,1,0
23,0,45,9680,137,166,51,1,0
17,0,46,14338,185,22,52,1,0
17,0,46,5080,99,24,33,1,0
16,0,46,6483,111,29,20,1,0
19,0,46,2803,70,30,25,0,0
35,0,46,15705,241,76,40,1,0
14,0,46,3660,43,505,16,1,0
19,0,45,16050,198,172,38,1,0
13,0,45,7065,102,208,34,1,0
10,0,45,1440,30,22,19,0,0
12,0,46,1275,30,35,16,0,0
10,0,45,565,16,22,8,0,1
13,0,45,8073,143,406,51,1,0
17,0,45,12030,170,33,55,1,0
18,0,45,7283,91,130,45,1,0
33,1,41,1520,63,38,25,0,1
31,0,44,11000,109,23,50,1,0
23,0,44,6383,114,48,32,1,0
11,0,42,3405,38,22,22,1,0
19,1,43,3555,57,31,24,0,1
19,1,44,2833,60,56,39,0,1
10,0,44,698,18,22,10,0,1
11,0,44,2233,41,22,14,1,0
13,0,41,7350,113,36,30,1,0
10,1,44,1193,23,31,12,0,1
10,0,44,903,20,26,10,1,0
35,0,39,16640,254,22,88,1,0
16,1,42,7530,132,293,41,1,0
12,0,44,4283,98,24,36,1,0
13,0,43,2230,60,60,28,0,0
16,0,44,3345,69,197,31,1,0
14,0,35,1880,52,215,19,1,0
14,0,34,2133,55,52,76,1,0
21,0,35,1265,41,32,15,0,0
10,0,34,1390,26,43,11,0,0
20,0,33,1790,48,41,21,1,0
12,0,33,3790,77,30,31,1,0
12,0,26,2260,42,50,22,1,0
26,0,25,6958,157,107,50,1,0
22,0,23,9498,187,95,48,1,0
18,0,24,3418,61,53,27,1,0
12,0,17,4955,56,237,18,1,0
13,0,17,2053,35,22,15,1,1
8,0,34,4415,67,7,13,1,0
5,0,35,305,6,7,2,0,0
10,0,33,2498,56,351,20,1,0
10,0,34,4243,62,7,31,1,0
5,0,34,2438,54,7,29,1,0
11,0,34,3820,78,24,24,1,0
5,0,34,2405,35,277,14,1,0
13,0,33,9160,117,136,39,1,0
7,0,34,13818,165,7,40,1,0
7,0,34,4560,79,7,21,1,0
6,0,34,5963,91,7,8,1,0
9,0,34,2283,50,7,13,0,0
25,0,34,15185,221,46,28,1,0
5,0,34,3140,23,475,4,1,0
9,0,33,15530,178,142,26,1,0
5,0,33,6545,82,178,22,1,0
5,0,33,920,10,7,7,0,0
5,0,34,755,10,7,4,0,0
5,0,33,305,6,7,2,0,1
5,0,33,7553,123,376,39,1,0
7,0,33,11510,150,7,43,1,0
8,0,33,6763,71,100,33,1,0
23,0,29,1000,43,8,13,0,1
21,0,32,10480,89,7,38,1,0
13,0,32,5863,94,18,20,1,1
5,0,30,2885,18,7,10,1,0
9,0,31,3035,37,7,12,0,1
9,1,32,2313,40,26,27,0,1
5,0,32,305,6,7,2,0,1
5,0,32,305,6,7,2,1,0
5,0,29,6830,93,7,18,1,0
5,0,32,305,6,7,2,0,1
5,0,32,305,6,7,2,1,1
25,0,27,16120,234,7,76,1,0
6,0,30,7010,112,263,29,1,0
5,0,32,3763,78,7,24,1,0
5,0,31,1710,40,30,16,0,0
6,0,32,2825,49,167,19,1,0
5,0,23,1360,32,185,7,1,0
5,0,22,1613,35,22,64,1,0
11,0,23,745,21,7,3,0,0
5,0,22,305,6,13,2,0,0
10,0,21,1270,28,11,9,1,0
5,0,21,3270,57,7,19,1,0
5,0,14,1740,22,20,10,1,0
16,0,13,6438,137,77,38,1,0
12,0,11,8978,167,65,36,1,0
8,0,12,2898,41,23,15,1,0
5,0,5,4435,36,207,6,1,0
5,1,5,1533,15,7,3,1,1
15,0,43,4855,85,23,24,1,0
7,0,44,803,19,25,11,0,0
17,0,42,2938,74,377,31,1,0
17,0,43,4683,80,19,42,1,0
10,0,43,2878,72,20,40,1,0
18,0,43,4260,96,50,35,1,0
11,0,43,2845,53,303,25,1,0
20,0,42,9600,135,162,50,1,0
14,0,43,14258,183,18,51,1,0
14,0,43,5000,97,20,32,1,0
13,0,43,6403,109,25,19,1,0
16,1,43,2723,68,26,24,0,0
32,0,43,15625,239,72,39,1,0
11,0,43,3580,41,501,15,1,0
16,0,42,15970,196,168,37,1,0
10,0,42,6985,100,204,33,1,0
7,0,42,1360,28,18,18,0,0
9,0,43,1195,28,31,15,0,0
7,0,42,485,14,18,7,0,1
10,0,42,7993,141,402,50,1,0
14,0,42,11950,168,29,54,1,0
15,0,42,7203,89,126,44,1,0
30,0,38,1440,61,34,24,0,1
28,0,41,10920,107,19,49,1,0
20,0,41,6303,112,44,31,1,0
8,0,39,3325,36,18,21,1,0
16,1,40,3475,55,27,23,0,1
16,1,41,2753,58,52,38,0,1
7,1,41,618,16,18,9,0,1
8,0,41,2153,39,18,13,1,0
10,0,38,7270,111,32,29,1,0
7,0,41,1113,21,27,11,0,1
7,0,41,823,18,22,9,1,0
32,1,36,16560,252,18,87,1,0
13,0,39,7450,130,289,40,1,0
9,0,41,4203,96,20,35,1,0
10,0,40,2150,58,56,27,0,0
13,0,41,3265,67,193,30,1,0
11,0,32,1800,50,211,18,1,0
11,0,31,2053,53,48,75,1,0
18,0,32,1185,39,28,14,0,0
7,0,31,1310,24,39,10,0,0
17,0,30,1710,46,37,20,1,0
9,0,30,3710,75,26,30,1,0
9,0,23,2180,40,46,21,1,0
23,0,22,6878,155,103,49,1,0
19,0,20,9418,185,91,47,1,0
15,0,21,3338,59,49,26,1,0
9,0,14,4875,54,233,17,1,0
10,0,14,1973,33,18,14,1,1
11,0,37,4495,69,7,14,1,0
5,0,38,305,6,7,2,0,0
13,0,36,2578,58,355,21,1,0
13,0,37,4323,64,7,32,1,0
6,0,37,2518,56,7,30,1,0
14,0,37,3900,80,28,25,1,0
7,0,37,2485,37,281,15,1,0
16,0,36,9240,119,140,40,1,0
10,0,37,13898,167,7,41,1,0
10,0,37,4640,81,7,22,1,0
9,0,37,6043,93,7,9,1,0
12,0,37,2363,52,7,14,0,0
28,0,37,15265,223,50,29,1,0
7,0,37,3220,25,479,5,1,0
12,0,36,15610,180,146,27,1,0
6,0,36,6625,84,182,23,1,0
5,0,36,1000,12,7,8,0,0
5,0,37,835,12,9,5,0,0
5,0,36,305,6,7,2,0,1
6,0,36,7633,125,380,40,1,0
10,0,36,11590,152,7,44,1,0
11,0,36,6843,73,104,34,1,0
26,1,32,1080,45,12,14,0,1
24,0,35,10560,91,7,39,1,0
16,0,35,5943,96,22,21,1,1
5,0,33,2965,20,7,11,1,0
12,1,34,3115,39,7,13,0,1
12,0,35,2393,42,30,28,0,1
5,1,35,305,6,7,2,0,1
5,0,35,1793,23,7,3,1,0
6,0,32,6910,95,10,19,1,0
5,0,35,305,6,7,2,0,1
5,0,35,305,6,7,2,1,0
28,0,30,16200,236,7,77,1,0
9,0,33,7090,114,267,30,1,0
5,0,35,3843,80,7,25,1,0
6,0,34,1790,42,34,17,0,0
9,0,35,2905,51,171,20,1,0
7,0,26,1440,34,189,8,1,0
7,0,25,1693,37,26,65,1,0
14,0,26,825,23,7,4,0,0
5,0,25,305,6,17,2,0,0
13,0,24,1350,30,15,10,1,0
5,0,24,3350,59,7,20,1,0
5,0,17,1820,24,24,11,1,0
19,0,16,6518,139,81,39,1,0
15,0,14,9058,169,69,37,1,0
11,0,15,2978,43,27,16,1,0
5,0,8,4515,38,211,7,1,0
6,1,8,1613,17,7,4,1,1
17,0,40,5275,87,33,34,1,0
9,0,41,1223,21,35,21,0,0
19,0,39,3358,76,387,41,1,0
19,0,40,5103,82,29,52,1,0
12,0,40,3298,74,30,50,1,0
20,0,40,4680,98,60,45,1,0
13,0,40,3265,55,313,35,1,0
22,1,39,10020,137,172,60,1,0
16,0,40,14678,185,28,61,1,0
16,0,40,5420,99,30,42,1,0
15,0,40,6823,111,35,29,1,0
18,0,40,3143,70,36,34,0,0
34,1,40,16045,241,82,49,1,0
13,0,40,4000,43,511,25,1,0
18,0,39,16390,198,178,47,1,0
12,0,39,7405,102,214,43,1,0
9,0,39,1780,30,28,28,0,0
11,0,40,1615,30,41,25,0,0
9,1,39,905,16,28,17,0,1
12,0,39,8413,143,412,60,1,0
16,0,39,12370,170,39,64,1,0
17,0,39,7623,91,136,54,1,0
32,1,35,1860,63,44,34,0,1
30,0,38,11340,109,29,59,1,0
22,0,38,6723,114,54,41,1,0
10,0,36,3745,38,28,31,1,0
18,1,37,3895,57,37,33,0,1
18,0,38,3173,60,62,48,0,1
9,0,38,1038,18,28,19,0,1
10,0,38,2573,41,28,23,1,0
12,0,35,7690,113,42,39,1,0
9,0,38,1533,23,37,21,0,1
9,0,38,1243,20,32,19,1,0
34,0,33,16980,254,28,97,1,0
15,0,36,7870,132,299,50,1,0
11,0,38,4623,98,30,45,1,0
12,1,37,2570,60,66,37,0,1
15,0,38,3685,69,203,40,1,0
13,0,29,2220,52,221,28,1,0
13,0,28,2473,55,58,85,1,0
20,0,29,1605,41,38,24,0,0
9,0,28,1730,26,49,20,0,0
19,0,27,2130,48,47,30,1,0
11,0,27,4130,77,36,40,1,0
11,0,20,2600,42,56,31,1,0
25,0,19,7298,157,113,59,1,0
21,0,17,9838,187,101,57,1,0
17,0,18,3758,61,59,36,1,0
11,0,11,5295,56,243,27,1,0
12,1,11,2393,35,28,24,1,1
9,0,40,4075,67,7,4,1,0
5,0,41,305,6,7,2,0,0
11,0,39,2158,56,345,11,1,0
11,0,40,3903,62,7,22,1,0
5,0,40,2098,54,7,20,1,0
12,0,40,3480,78,18,15,1,0
5,0,40,2065,35,271,5,1,0
14,0,39,8820,117,130,30,1,0
8,0,40,13478,165,7,31,1,0
8,0,40,4220,79,7,12,1,0
7,0,40,5623,91,7,17,1,0
10,0,40,1943,50,7,4,0,0
26,0,40,14845,221,40,19,1,0
5,0,40,2800,23,469,9,1,0
10,0,39,15190,178,136,17,1,0
5,0,39,6205,82,172,13,1,0
5,0,39,580,10,7,2,0,0
5,0,40,415,10,7,2,0,0
5,0,39,305,6,7,2,0,1
5,0,39,7213,123,370,30,1,0
8,0,39,11170,150,7,34,1,0
9,0,39,6423,71,94,24,1,0
24,0,35,660,43,7,4,0,1
22,0,38,10140,89,7,29,1,0
14,0,38,5523,94,12,11,1,1
5,0,36,2545,18,7,6,1,0
10,0,37,2695,37,7,3,0,1
10,0,38,1973,40,20,18,0,1
5,1,38,305,6,7,2,0,1
5,0,38,1373,21,7,2,1,0
5,0,35,6490,93,7,9,1,0
5,0,38,305,6,7,2,0,1
5,0,38,305,6,7,2,1,0
26,0,33,15780,234,7,67,1,0
7,0,36,6670,112,257,20,1,0
5,0,38,3423,78,7,15,1,0
5,0,37,1370,40,24,7,0,0
7,0,38,2485,49,161,10,1,0
5,0,29,1020,32,179,2,1,0
5,0,28,1273,35,16,55,1,0
12,0,29,405,21,7,2,0,0
5,0,28,305,6,7,2,0,0
11,0,27,930,28,7,2,1,0
5,0,27,2930,57,7,10,1,0
5,0,20,1400,22,14,2,1,0
17,0,19,6098,137,71,29,1,0
13,0,17,8638,167,59,27,1,0
9,0,18,2558,41,17,6,1,0
5,0,11,4095,36,201,25,1,0
5,1,11,1193,15,7,2,1,1
13,0,41,4790,83,44,23,1,0
5,0,42,738,17,46,10,0,0
15,0,40,2873,72,398,30,1,0
15,0,41,4618,78,40,41,1,0
8,0,41,2813,70,41,39,1,0
16,0,41,4195,94,71,34,1,0
9,0,41,2780,51,324,24,1,0
18,0,40,9535,133,183,49,1,0
12,0,41,14193,181,39,50,1,0
12,0,41,4935,95,41,31,1,0
11,0,41,6338,107,46,18,1,0
14,1,41,2658,66,47,23,0,0
30,0,41,15560,237,93,38,1,0
9,0,41,3515,39,522,14,1,0
14,0,40,15905,194,189,36,1,0
8,0,40,6920,98,225,32,1,0
5,0,40,1295,26,39,17,0,0
7,0,41,1130,26,52,14,0,0
5,0,40,420,12,39,6,0,1
8,0,40,7928,139,423,49,1,0
12,0,40,11885,166,50,53,1,0
13,0,40,7138,87,147,43,1,0
28,1,36,1375,59,55,23,0,1
26,0,39,10855,105,40,48,1,0
18,0,39,6238,110,65,30,1,0
6,0,37,3260,34,39,20,1,0
14,0,38,3410,53,48,22,0,1
14,1,39,2688,56,73,37,0,1
5,0,39,553,14,39,8,0,1
6,0,39,2088,37,39,12,1,0
8,0,36,7205,109,53,28,1,0
5,0,39,1048,19,48,10,0,1
5,0,39,758,16,43,8,1,0
30,0,34,16495,250,39,86,1,0
11,0,37,7385,128,310,39,1,0
7,0,39,4138,94,41,34,1,0
8,0,38,2085,56,77,26,0,0
11,0,39,3200,65,214,29,1,0
9,0,30,1735,48,232,17,1,0
9,0,29,1988,51,69,74,1,0
16,0,30,1120,37,49,13,0,0
5,0,29,1245,22,60,9,0,0
15,0,28,1645,44,58,19,1,0
7,0,28,3645,73,47,29,1,0
7,0,21,2115,38,67,20,1,0
21,0,20,6813,153,124,48,1,0
17,0,18,9353,183,112,46,1,0
13,0,19,3273,57,70,25,1,0
7,0,12,4810,52,254,16,1,0
8,1,12,1908,31,39,13,1,1
13,0,39,4560,71,7,15,1,0
5,0,40,305,6,7,2,0,0
15,0,38,2643,60,334,22,1,0
15,0,39,4388,66,7,33,1,0
8,0,39,2583,58,7,31,1,0
16,0,39,3965,82,7,26,1,0
9,0,39,2550,39,260,16,1,0
18,0,38,9305,121,119,41,1,0
12,0,39,13963,169,7,42,1,0
12,0,39,4705,83,7,23,1,0
11,0,39,6108,95,7,10,1,0
14,1,39,2428,54,7,15,0,0
30,0,39,15330,225,29,30,1,0
9,0,39,3285,27,458,6,1,0
14,0,38,15675,182,125,28,1,0
8,0,38,6690,86,161,24,1,0
5,0,38,1065,14,7,9,0,0
7,0,39,900,14,7,6,0,0
5,0,38,305,6,7,2,0,1
8,0,38,7698,127,359,41,1,0
12,0,38,11655,154,7,45,1,0
13,0,38,6908,75,83,35,1,0
28,1,34,1145,47,7,15,0,1
26,0,37,10625,93,7,40,1,0
18,0,37,6008,98,7,22,1,1
6,0,35,3030,22,7,12,1,0
14,0,36,3180,41,7,14,0,1
14,0,37,2458,44,9,29,0,1
5,1,37,305,6,7,2,0,1
6,0,37,1858,25,7,4,1,0
8,0,34,6975,97,7,20,1,0
5,0,37,818,7,7,2,0,1
5,0,37,305,6,7,2,1,0
30,0,32,16265,238,7,78,1,0
11,0,35,7155,116,246,31,1,0
7,0,37,3908,82,7,26,1,0
8,0,36,1855,44,13,18,0,0
11,0,37,2970,53,150,21,1,0
9,0,28,1505,36,168,9,1,0
9,0,27,1758,39,7,66,1,0
16,0,28,890,25,7,5,0,0
5,0,27,1015,10,7,2,0,0
15,0,26,1415,32,7,11,1,0
7,0,26,3415,61,7,21,1,0
7,0,19,1885,26,7,12,1,0
21,0,18,6583,141,60,40,1,0
17,0,16,9123,171,48,38,1,0
13,0,17,3043,45,7,17,1,0
7,0,10,4580,40,190,8,1,0
8,0,10,1678,19,7,5,1,1
15,0,40,4865,78,21,22,1,0
7,0,41,813,12,23,9,0,0
17,0,39,2948,67,375,29,1,0
17,0,40,4693,73,17,40,1,0
10,0,40,2888,65,18,38,1,0
18,0,40,4270,89,48,33,1,0
11,0,40,2855,46,301,23,1,0
20,0,39,9610,128,160,48,1,0
14,0,40,14268,176,16,49,1,0
14,0,40,5010,90,18,30,1,0
13,0,40,6413,102,23,17,1,0
16,0,40,2733,61,24,22,0,0
32,1,40,15635,232,70,37,1,0
11,0,40,3590,34,499,13,1,0
16,0,39,15980,189,166,35,1,0
10,0,39,6995,93,202,31,1,0
7,0,39,1370,21,16,16,0,0
9,0,40,1205,21,29,13,0,0
7,0,39,495,7,16,5,0,1
10,0,39,8003,134,400,48,1,0
14,0,39,11960,161,27,52,1,0
15,0,39,7213,82,124,42,1,0
30,1,35,1450,54,32,22,0,1
28,0,38,10930,100,17,47,1,0
20,0,38,6313,105,42,29,1,0
8,0,36,3335,29,16,19,1,0
16,1,37,3485,48,25,21,0,1
16,1,38,2763,51,50,36,0,1
7,0,38,628,9,16,7,0,1
8,0,38,2163,32,16,11,1,0
10,0,35,7280,104,30,27,1,0
7,0,38,1123,14,25,9,0,1
7,0,38,833,11,20,7,1,0
32,0,33,16570,245,16,85,1,0
13,0,36,7460,123,287,38,1,0
9,0,38,4213,89,18,33,1,0
10,0,37,2160,51,54,25,0,0
13,0,38,3275,60,191,28,1,0
11,0,29,1810,43,209,16,1,0
11,0,28,2063,46,46,73,1,0
18,0,29,1195,32,26,12,0,0
7,0,28,1320,17,37,8,0,0
17,0,27,1720,39,35,18,1,0
9,0,27,3720,68,24,28,1,0
9,0,20,2190,33,44,19,1,0
23,0,19,6887,148,101,47,1,0
19,0,17,9427,178,89,45,1,0
15,0,18,3347,52,47,24,1,0
9,0,11,4885,47,231,15,1,0
10,1,11,1982,26,16,12,1,1
11,0,40,4485,76,3,16,1,0
3,0,41,433,10,5,3,0,0
13,0,39,2568,65,357,23,1,0
13,0,40,4313,71,0,34,1,0
6,0,40,2508,63,0,32,1,0
14,0,40,3890,87,30,27,1,0
7,0,40,2475,44,283,17,1,0
16,0,39,9230,126,142,42,1,0
10,0,40,13888,174,0,43,1,0
10,0,40,4630,88,0,24,1,0
9,0,40,6033,100,5,11,1,0
12,1,40,2353,59,6,16,0,0
28,0,40,15255,230,52,31,1,0
7,0,40,3210,32,481,7,1,0
12,0,39,15600,187,148,29,1,0
6,0,39,6615,91,184,25,1,0
3,0,39,990,19,0,10,0,0
5,0,40,825,19,11,7,0,0
0,0,39,0,0,0,0,0,1
6,0,39,7623,132,382,42,1,0
10,0,39,11580,159,9,46,1,0
11,0,39,6833,80,106,36,1,0
26,1,35,1070,52,14,16,0,1
24,0,38,10550,98,0,41,1,0
16,0,38,5933,103,24,23,1,0
4,0,36,2955,27,0,13,1,0
12,0,37,3105,46,7,15,0,1
12,0,38,2383,49,32,30,0,1
3,0,38,248,7,0,1,0,1
4,0,38,1783,30,0,5,1,0
6,0,35,6900,102,12,21,1,0
3,0,38,743,12,7,3,0,1
3,0,38,453,9,2,1,1,0
28,0,33,16190,243,0,79,1,0
9,0,36,7080,121,269,32,1,0
5,0,38,3833,87,0,27,1,0
6,0,37,1780,49,36,19,0,0
9,0,38,2895,58,173,22,1,0
7,0,29,1430,41,191,10,1,0
7,0,28,1683,44,28,67,1,0
14,0,29,815,30,8,6,0,0
3,0,28,940,15,19,2,0,0
13,0,27,1340,37,17,12,1,0
5,0,27,3340,66,6,22,1,0
5,0,20,1810,31,26,13,1,0
19,0,19,6507,146,83,41,1,0
15,0,17,9047,176,71,39,1,0
11,0,18,2967,50,29,18,1,0
5,0,11,4505,45,213,9,1,0
6,1,11,1602,24,0,6,1,1
11,0,35,4675,71,4,18,1,0
3,0,36,623,5,6,5,0,0
13,0,34,2758,60,358,25,1,0
13,0,35,4503,66,0,36,1,0
6,0,35,2698,58,1,34,1,0
14,0,35,4080,82,31,29,1,0
7,0,35,2665,39,284,19,1,0
16,0,34,9420,121,143,44,1,0
10,0,35,14078,169,0,45,1,0
10,0,35,4820,83,1,26,1,0
9,0,35,6223,95,6,13,1,0
12,0,35,2543,54,7,18,0,0
28,0,35,15445,225,53,33,1,0
7,0,35,3400,27,482,9,1,0
12,0,34,15790,182,149,31,1,0
6,0,34,6805,86,185,27,1,0
3,0,34,1180,14,0,12,0,0
5,0,35,1015,14,12,9,0,0
0,0,34,0,0,0,0,0,1
6,0,34,7813,127,383,44,1,0
10,0,34,11770,154,10,48,1,0
11,0,34,7023,75,107,38,1,0
26,1,30,1260,47,15,18,0,1
24,0,33,10740,93,0,43,1,0
16,0,33,6123,98,25,25,1,1
4,0,31,3145,22,0,15,1,0
12,1,32,3295,41,8,17,0,1
12,0,33,2573,44,33,32,0,1
3,0,33,438,2,0,3,0,1
4,0,33,1973,25,0,7,1,0
6,0,30,7090,97,13,23,1,0
3,0,33,933,7,8,5,0,1
3,0,33,643,4,3,3,1,0
28,0,28,16380,238,0,81,1,0
9,0,31,7270,116,270,34,1,0
5,0,33,4023,82,1,29,1,0
6,0,32,1970,44,37,21,0,0
9,0,33,3085,53,174,24,1,0
7,0,24,1620,36,192,12,1,0
7,0,23,1873,39,29,69,1,0
14,0,24,1005,25,9,8,0,0
3,0,23,1130,10,20,4,0,0
13,0,22,1530,32,18,14,1,0
5,0,22,3530,61,7,24,1,0
5,0,15,2000,26,27,15,1,0
19,0,14,6697,141,84,43,1,0
15,0,12,9237,171,72,41,1,0
11,0,13,3157,45,30,20,1,0
5,0,6,4695,40,214,11,1,0
6,0,6,1792,19,0,8,1,1
15,0,45,4675,83,20,20,1,0
7,0,46,623,17,22,7,0,0
17,0,44,2758,72,374,27,1,0
17,0,45,4503,78,16,38,1,0
10,0,45,2698,70,17,36,1,0
18,0,45,4080,94,47,31,1,0
11,0,45,2665,51,300,21,1,0
20,0,44,9420,133,159,46,1,0
14,0,45,14078,181,15,47,1,0
14,0,45,4820,95,17,28,1,0
13,0,45,6223,107,22,15,1,0
16,0,45,2543,66,23,20,0,0
32,0,45,15445,237,69,35,1,0
11,0,45,3400,39,498,11,1,0
16,0,44,15790,194,165,33,1,0
10,0,44,6805,98,201,29,1,0
7,0,44,1180,26,15,14,0,0
9,0,45,1015,26,28,11,0,0
7,0,44,305,12,15,3,0,1
10,0,44,7813,139,399,46,1,0
14,0,44,11770,166,26,50,1,0
15,0,44,7023,87,123,40,1,0
30,1,40,1260,59,31,20,0,1
28,0,43,10740,105,16,45,1,0
20,0,43,6123,110,41,27,1,0
8,0,41,3145,34,15,17,1,0
16,1,42,3295,53,24,19,0,1
16,1,43,2573,56,49,34,0,1
7,0,43,438,14,15,5,0,1
8,0,43,1973,37,15,9,1,0
10,0,40,7090,109,29,25,1,0
7,0,43,933,19,24,7,0,1
7,0,43,643,16,19,5,1,0
32,0,38,16380,250,15,83,1,0
13,0,41,7270,128,286,36,1,0
9,0,43,4023,94,17,31,1,0
10,0,42,1970,56,53,23,0,0
13,0,43,3085,65,190,26,1,0
11,0,34,1620,48,208,14,1,0
11,0,33,1873,51,45,71,1,0
18,0,34,1005,37,25,10,0,0
7,0,33,1130,22,36,6,0,0
17,0,32,1530,44,34,16,1,0
9,0,32,3530,73,23,26,1,0
9,0,25,2000,38,43,17,1,0
23,0,24,6697,153,100,45,1,0
19,0,22,9237,183,88,43,1,0
15,0,23,3157,57,46,22,1,0
9,0,16,4695,52,230,13,1,0
10,0,16,1792,31,15,10,1,1
19,0,41,5385,88,37,19,1,0
11,0,42,1333,22,22,6,0,0
21,0,40,3468,77,374,26,1,0
21,0,41,5213,83,16,37,1,0
14,0,41,3408,75,17,35,1,0
22,0,41,4790,99,47,30,1,0
15,0,41,3375,56,300,20,1,0
